iso3,country,year,Track,GovEff,RuleLaw,RegQual,CPI,CtrlCorr,GII,RD,ECI,EduIdx,LifeExpIdx,GDPpcPPP,ResRents,ODA,PolStab,FSI,P1,P2,P3,P4,P5,v1_raw,v1_MScore,P1_GPA,P2_GPA,P3_GPA,P4_GPA,P5_GPA,v2_GPA,pillar_spread,config_profile,gap_count,gaps_noted
YEM,"Yemen, Rep.",2004,2,27.8870,36.1565,41.6987,,24.2716,,,-1.4930,0.2885,0.6905,2948.8464,34.1536,2.1285,38.0237,,0.3250,0.3654,0.4895,0.5245,0.3802,0.4134,-0.2268,0.5717,0.3586,0.8259,0.8684,0.2562,0.5950,0.0856,P4>P3>P5>P2>P1,1,RD
MDG,Madagascar,2004,2,38.2021,51.0813,46.2601,,41.5653,,0.1926,-1.2410,0.3845,0.6180,1279.5461,6.1605,25.0976,65.5057,,0.4428,0.2200,0.5012,0.3702,0.6551,0.4055,-0.2479,1.6314,0.7007,0.7892,0.5628,1.9901,1.2170,0.1607,P5>P3>P1>P4>P2,0,
AFG,Afghanistan,2004,2,28.8607,26.9098,29.5369,,17.3444,,,-0.3220,0.2601,0.5817,971.6335,0.4589,42.8700,28.4642,,0.2566,0.5755,0.4209,0.3940,0.2846,0.3995,-0.2639,0.2209,1.5448,0.4720,1.0292,0.1182,0.6071,0.1267,P2>P3>P4>P5>P1,1,RD
LAO,Lao PDR,2004,2,31.6482,32.7017,34.1123,,25.3455,,0.0371,-1.3410,0.3979,0.6166,2315.4338,6.1377,10.1779,57.1151,,0.3095,0.1988,0.5072,0.5647,0.5712,0.3986,-0.2663,0.5169,0.3718,0.8468,0.8929,1.2611,0.7473,0.1673,P5>P4>P3>P1>P2,0,
RWA,Rwanda,2004,2,37.7135,41.9913,43.2524,,40.6014,,,-1.4300,0.3455,0.5465,832.2797,7.0204,20.9618,44.3986,,0.4089,0.3767,0.4460,0.3423,0.4440,0.3985,-0.2666,1.2432,0.4414,0.5573,0.4978,0.4729,0.7533,0.0445,P3>P5>P1>P2>P4,1,RD
LSO,Lesotho,2004,2,43.4494,52.8363,43.3045,,41.4870,,0.0553,,0.4900,0.3698,1560.7488,3.8550,4.5979,66.7785,,0.4527,0.0078,0.4299,0.6525,0.6678,0.3984,-0.2668,1.6703,0.3562,0.6194,1.0692,2.1478,1.2779,0.2665,P5>P4>P1>P3>P2,1,ECI
IRQ,Iraq,2004,2,20.4961,26.7331,29.9496,,24.4278,,,-0.3570,0.4595,0.6867,9289.7422,64.7758,12.6774,17.3429,,0.2540,0.5693,0.5731,0.3022,0.1734,0.3982,-0.2672,0.2513,1.4897,1.1896,0.9113,0.0197,0.6846,0.1854,P3>P2>P4>P1>P5,1,RD
GNQ,Equatorial Guinea,2004,2,24.6216,34.1522,29.8653,,19.4188,,,-2.0500,0.4287,0.5432,19354.2121,56.2891,1.9677,57.7122,,0.2701,0.2655,0.4859,0.5186,0.5771,0.3925,-0.2823,0.2401,0.1655,0.7618,1.5234,1.3399,0.7474,0.1458,P5>P4>P3>P1>P2,1,RD
GIN,Guinea,2004,2,34.6425,35.1359,37.3759,,29.9940,,,-1.9020,0.2339,0.5227,1366.0316,14.1599,5.4614,45.3911,,0.3429,0.2921,0.3783,0.5626,0.4539,0.3923,-0.2829,0.7178,0.1931,0.3458,0.6215,0.5517,0.5409,0.1055,P4>P5>P3>P1>P2,1,RD
COG,"Congo, Rep.",2004,2,29.0716,39.2446,39.5970,,28.3794,,,-2.3200,0.4929,0.5840,3991.5112,40.0820,3.6563,45.4403,,0.3407,0.2171,0.5384,0.4751,0.4544,0.3876,-0.2954,0.6812,0.0552,1.0010,0.8780,0.5714,0.6671,0.1271,P3>P4>P5>P1>P2,1,RD
UGA,Uganda,2004,2,40.6938,44.7287,52.0570,,31.0101,,0.2606,-1.0040,0.4439,0.5184,1405.2429,15.1926,15.8224,46.1354,,0.4212,0.2467,0.4811,0.3845,0.4614,0.3862,-0.2991,1.4792,0.9754,0.7444,0.4205,0.6502,0.9565,0.0929,P3>P5>P1>P4>P2,0,
ZMB,Zambia,2004,2,31.4276,48.8746,43.7408,,35.5974,,0.0222,-0.9630,0.4600,0.4698,2067.9373,13.7756,19.3810,63.2092,,0.3991,0.2315,0.4649,0.3545,0.6321,0.3848,-0.3030,1.1848,0.4688,0.6470,0.5278,1.7734,0.9660,0.1476,P5>P3>P1>P4>P2,0,
MOZ,Mozambique,2004,2,35.8015,45.8093,46.5650,,33.4812,,0.3977,-0.9710,0.2844,0.4901,673.3457,7.9953,16.0227,60.9438,,0.4041,0.2604,0.3872,0.3912,0.6094,0.3828,-0.3082,1.2518,1.2358,0.2700,0.5135,1.6158,1.0154,0.1255,P5>P1>P4>P3>P2,0,
LBR,Liberia,2004,2,19.0425,30.9826,26.6065,,22.6184,,,-0.7860,0.4078,0.5531,745.3979,19.7881,29.2041,40.8666,,0.2481,0.4923,0.4805,0.2515,0.4087,0.3724,-0.3359,0.1852,1.0759,0.7247,0.2370,0.3744,0.4476,0.1197,P2>P3>P5>P4>P1,1,RD
NGA,Nigeria,2004,2,30.1132,35.6412,35.3359,,19.6028,,,-2.9010,0.4231,0.4484,4381.1368,16.7755,,36.4365,,0.3017,0.1128,0.4357,0.6963,0.3644,0.3665,-0.3515,0.4056,0.0276,0.5351,1.7924,0.1970,0.6177,0.2126,P4>P3>P5>P1>P2,2,RD; ODA
SDN,Sudan,2004,2,26.3068,30.5296,36.2362,,21.4190,,0.2382,-2.1790,0.2655,0.5657,3215.2363,10.1433,3.8952,37.1628,,0.2862,0.1395,0.4156,0.6596,0.3716,0.3586,-0.3723,0.3366,0.5346,0.4525,1.0787,0.2167,0.5174,0.1910,P4>P3>P5>P1>P2,0,
MMR,Myanmar,2004,2,19.4228,25.6894,16.9776,,15.6156,,0.1622,-1.7850,0.3363,0.6376,1600.8411,18.8645,1.1690,47.4270,,0.1943,0.1688,0.4869,0.6109,0.4743,0.3578,-0.3746,0.0601,0.4391,0.7512,0.8785,0.7094,0.4957,0.1953,P4>P3>P5>P1>P2,0,
TCD,Chad,2004,2,26.6026,36.3922,39.1352,,21.3998,,,-2.0660,0.2078,0.4413,1808.2120,34.9264,8.9099,40.2012,,0.3088,0.2626,0.3246,0.3811,0.4020,0.3242,-0.4636,0.4659,0.1379,0.1067,0.4587,0.3547,0.3446,0.0562,P5>P4>P3>P1>P2,1,RD
ETH,Ethiopia,2004,2,31.6626,39.7462,40.2433,,32.6063,,0.1792,-1.5260,0.2124,0.5190,557.8256,27.8110,18.1800,44.8066,,0.3606,0.1934,0.3657,0.2134,0.4481,0.2991,-0.5301,0.8619,0.5079,0.3027,0.2158,0.4926,0.5396,0.1089,P5>P3>P1>P4>P2,0,
COD,"Congo, Dem. Rep.",2004,2,16.0889,28.1761,29.8673,,16.8974,,0.2678,-2.3010,0.3805,0.5159,455.8666,24.0864,19.2119,28.0440,,0.2276,0.1309,0.4482,0.2106,0.2804,0.2494,-0.6621,0.1203,0.6236,0.5318,0.2209,0.0788,0.2763,0.1183,P3>P5>P1>P4>P2,0,
BDI,Burundi,2004,2,21.6256,35.2560,35.6301,,28.4592,,,,0.2402,0.4956,551.5622,30.4545,40.4102,24.6988,,0.3024,,0.3679,0.1649,0.2470,,,0.4662,,0.2442,0.1242,0.0591,,0.0861,P3>P1>P5>P4,2,RD; ECI
BLZ,Belize,2004,2,43.7152,58.1646,53.5487,,45.8167,,,,0.6267,0.7716,9244.9117,0.1853,0.5216,70.8619,,0.5031,,0.6991,0.8367,0.7086,,,2.1624,,2.0930,2.4421,2.3842,,0.1376,P4>P5>P3>P1,2,RD; ECI
BRB,Barbados,2004,2,63.0359,80.7071,68.7854,,71.3066,,,,0.7272,0.8485,17298.8923,0.2393,0.9106,82.2273,,0.7096,,0.7878,0.8622,0.8223,,,3.3677,,2.9653,2.5879,3.6059,,0.0648,P4>P5>P3>P1,2,RD; ECI
CAF,Central African Republic,2004,2,19.1448,34.2104,36.4350,,21.2685,,,,0.2438,0.4261,690.4265,8.1683,8.7449,40.1469,,0.2776,,0.3349,0.5126,0.4015,,,0.3058,,0.1530,0.6273,0.3350,,0.1009,P4>P5>P3>P1,2,RD; ECI
COM,Comoros,2004,2,23.2899,35.7562,30.9672,,32.2108,,,,0.3692,0.6240,2024.8526,1.2326,4.1707,56.9845,,0.3056,,0.4966,0.6906,0.5698,,,0.5258,,0.7871,1.3743,1.2414,,0.1613,P4>P5>P3>P1,2,RD; ECI
CPV,Cabo Verde,2004,2,44.4547,61.0339,47.7006,,52.4006,,,,0.4905,0.7769,3968.6569,25.6540,15.8573,80.8347,,0.5140,,0.6337,0.3677,0.8083,,,2.1957,,1.6153,0.6525,3.2906,,0.1866,P5>P3>P1>P4,2,RD; ECI
DMA,Dominica,2004,2,58.7553,67.6466,61.2289,,59.2020,,,,0.6768,0.7998,8232.1846,0.0220,8.0911,80.5193,,0.6171,,0.7383,0.7056,0.8052,,,2.9061,,2.4923,2.0799,3.2315,,0.0782,P5>P3>P4>P1,2,RD; ECI
FJI,Fiji,2004,2,48.4646,55.5509,42.5673,,53.1833,,,,0.6376,0.7052,6463.4246,0.8776,2.4194,69.0113,,0.4994,,0.6714,0.7820,0.6901,,,2.0281,,1.9228,1.9166,2.3054,,0.1179,P4>P5>P3>P1,2,RD; ECI
FSM,"Micronesia, Fed. Sts.",2004,2,48.4646,71.4529,57.3060,,53.6339,,,,0.5572,0.6907,2573.9730,0.0165,35.2204,78.6282,,0.5771,,0.6240,0.4472,0.7863,,,2.7079,,1.4689,1.4483,3.1133,,0.1400,P5>P3>P1>P4,2,RD; ECI
GMB,"Gambia, The",2004,2,38.2843,44.8183,44.9038,,39.8349,,,,0.2710,0.5961,1978.6326,2.5498,6.5167,64.2704,,0.4196,,0.4335,0.6415,0.6427,,,1.3775,,0.5458,1.1481,1.9113,,0.1246,P5>P4>P3>P1,2,RD; ECI
GRD,Grenada,2004,2,60.6342,62.3488,56.6532,,59.2020,,,,0.7336,0.8069,8605.8240,0.0000,2.9224,76.7645,,0.5971,,0.7702,0.7942,0.7676,,,2.7618,,2.7131,2.4421,2.9754,,0.0909,P4>P3>P5>P1,2,RD; ECI
GUY,Guyana,2004,2,50.9955,49.2314,48.1188,,42.4314,,,,0.5142,0.6802,6672.8230,21.1993,13.4058,56.6074,,0.4769,,0.5972,0.4650,0.5661,,,1.9137,,1.2492,0.9275,1.2217,,0.0653,P3>P5>P1>P4,2,RD; ECI
LCA,St. Lucia,2004,2,54.3712,68.6557,56.6016,,52.0894,,,,0.6070,0.8070,10610.2967,0.0092,-2.1722,84.2117,,0.5793,,0.7070,0.8899,0.8421,,,2.6488,,2.2488,3.3303,3.8227,,0.1402,P4>P5>P3>P1,2,RD; ECI
MDV,Maldives,2004,2,55.0029,44.3066,51.1985,,40.1023,,,,0.4504,0.8155,10769.7743,0.0047,2.2316,72.1659,,0.4765,,0.6330,0.8173,0.7217,,,1.8715,,1.8429,2.4842,2.5419,,0.1448,P4>P5>P3>P1,2,RD; ECI
PSE,West Bank and Gaza,2004,2,42.2724,49.8879,46.2022,,48.3325,,,,0.6045,0.7861,3013.7394,0.0000,24.0275,45.0975,,0.4667,,0.6953,0.4555,0.4510,,,1.8026,,2.0774,1.6801,0.5123,,0.1190,P3>P1>P4>P5,2,RD; ECI
SLB,Solomon Islands,2004,2,30.6174,51.7137,39.1989,,43.9349,,,,0.4825,0.7327,1556.4697,7.4305,25.8530,61.8741,,0.4137,,0.6076,0.3719,0.6187,,,1.3338,,1.4070,0.5652,1.6946,,0.1285,P5>P3>P1>P4,2,RD; ECI
SLE,Sierra Leone,2004,2,24.3187,39.2651,35.7326,,31.0023,,,,0.3009,0.4228,1541.0057,11.1023,18.2964,58.9399,,0.3258,,0.3619,0.3753,0.5894,,,0.6155,,0.2275,0.4804,1.4187,,0.1194,P5>P4>P3>P1,2,RD; ECI
SUR,Suriname,2004,2,51.0696,54.5317,41.3616,,53.0732,,,,0.5679,0.7133,9388.8189,8.9414,1.7456,69.1774,,0.5001,,0.6406,0.7587,0.6918,,,2.0059,,1.6156,1.6290,2.3448,,0.1097,P4>P5>P3>P1,2,RD; ECI
TLS,Timor-Leste,2004,2,41.9493,52.0554,37.2425,,44.5444,,,,0.4527,0.6268,1378.8540,0.5201,23.6704,57.2097,,0.4395,,0.5397,0.4117,0.5721,,,1.5746,,1.0234,1.0573,1.2808,,0.0772,P5>P3>P1>P4,2,RD; ECI
TON,Tonga,2004,2,37.9185,55.4340,46.4417,,49.8062,,,,0.7334,0.7759,4235.1204,0.0314,8.7161,76.1311,,0.4740,,0.7547,0.6609,0.7613,,,1.8405,,2.4761,1.7875,2.8571,,0.1339,P5>P3>P4>P1,2,RD; ECI
TUV,Tuvalu,2004,2,37.1073,68.4653,49.6105,,61.2895,,,,0.5943,0.6768,2764.9139,0.0000,21.1783,81.7155,,0.5412,,0.6356,0.4510,0.8172,,,2.3017,,1.5225,1.6412,3.4286,,0.1566,P5>P3>P1>P4,2,RD; ECI
WSM,Samoa,2004,2,46.0309,66.1580,53.8049,,44.4473,,,,0.6987,0.7924,3996.7446,0.4033,8.0078,80.5101,,0.5261,,0.7455,0.6672,0.8051,,,2.2957,,2.4852,1.6528,3.2118,,0.1206,P5>P3>P4>P1,2,RD; ECI
CHE,Switzerland,2012,1,89.0476,89.1280,84.0284,86.0000,91.6767,68.2000,2.8746,1.7260,0.8867,0.9633,59440.9159,0.0116,,89.4834,23.3000,0.8705,0.8125,0.9250,0.9425,0.8503,0.8793,1.0093,3.8928,3.9862,3.8237,3.5659,3.8687,3.8655,0.0535,P4>P3>P1>P5>P2,1,ODA
FIN,Finland,2012,1,95.5387,91.2349,86.4142,90.0000,90.1406,61.8000,3.4095,1.4240,0.8915,0.9309,40739.1132,0.5775,,89.3428,20.0000,0.9080,0.7534,0.9112,0.9193,0.8634,0.8678,0.9787,3.9844,3.8471,3.6293,3.2596,3.8927,3.7872,0.0693,P4>P3>P1>P5>P2,1,ODA
SGP,Singapore,2012,1,94.9863,83.6966,88.3834,87.0000,90.1228,63.5000,1.9183,1.4520,0.8480,0.9571,82107.7271,0.1433,,87.3627,35.6000,0.8852,0.7644,0.9025,0.9583,0.7885,0.8634,0.9671,3.8990,3.8751,3.6683,3.5047,3.6094,3.7723,0.0812,P4>P3>P1>P5>P2,1,ODA
SWE,Sweden,2012,1,90.2248,90.3309,86.7436,88.0000,91.7617,64.8000,3.2464,1.4570,0.8533,0.9497,45206.9864,1.0663,,85.6209,21.3000,0.8882,0.7713,0.9015,0.9214,0.8394,0.8634,0.9671,3.9583,3.9031,3.6274,3.2142,3.7644,3.7568,0.0602,P4>P3>P1>P5>P2,1,ODA
DNK,Denmark,2012,1,89.5815,90.0552,83.6008,90.0000,93.5657,59.9000,2.9845,1.0540,0.9233,0.9243,44755.1624,1.5221,,83.7172,23.0000,0.8831,0.7107,0.9238,0.9178,0.8228,0.8490,0.9290,3.9255,3.5977,3.6303,3.1567,3.6751,3.6745,0.0884,P3>P4>P1>P5>P2,1,ODA
NLD,Netherlands,2012,1,88.6857,87.4121,82.6381,84.0000,89.5617,60.5000,1.9009,1.0220,0.8990,0.9394,47653.3402,1.1320,,85.1545,28.1000,0.8568,0.7108,0.9192,0.9236,0.8087,0.8414,0.9086,3.8286,3.5980,3.7066,3.2309,3.6535,3.6652,0.0882,P4>P3>P1>P5>P2,1,ODA
DEU,Germany,2012,1,85.5302,84.8113,78.5732,79.0000,81.3965,56.2000,2.8250,1.5060,0.9389,0.9308,44229.3942,0.1649,,82.4089,31.7000,0.8198,0.7327,0.9348,0.9262,0.7800,0.8383,0.9006,3.7251,3.7462,3.6973,3.3805,3.4832,3.6534,0.0894,P3>P4>P1>P5>P2,1,ODA
NZL,New Zealand,2012,1,89.6998,88.4971,86.2923,90.0000,92.0676,56.6000,1.1527,0.5770,0.9460,0.9410,33054.8937,1.6835,,89.9598,25.6000,0.8862,0.6514,0.9435,0.9011,0.8431,0.8376,0.8988,3.9354,3.1539,3.8051,3.0277,3.8448,3.6407,0.1141,P3>P4>P1>P5>P2,1,ODA
NOR,Norway,2012,1,89.2647,91.1407,83.5938,85.0000,90.9321,56.4000,1.6105,1.0040,0.9063,0.9453,65774.3521,9.3417,,88.6579,23.9000,0.8725,0.6887,0.9258,0.8855,0.8437,0.8369,0.8969,3.8939,3.4708,3.7631,2.8062,3.8282,3.6204,0.0913,P3>P4>P1>P5>P2,1,ODA
HKG,"Hong Kong SAR, China",2012,1,87.9289,81.7140,86.3936,77.0000,80.8480,58.7000,0.7273,1.0790,0.8391,0.9756,52149.6813,0.0023,,81.9299,,0.8326,0.7069,0.9073,0.9358,0.8193,0.8354,0.8930,3.7690,3.6040,3.6880,3.5861,3.1415,3.6320,0.0893,P4>P3>P1>P5>P2,2,ODA; FSI
CAN,Canada,2012,1,88.9811,84.5257,82.1230,84.0000,85.1142,56.9000,1.7730,0.9760,0.8900,0.9493,42291.9729,1.4431,,84.5696,26.8000,0.8491,0.6887,0.9197,0.9154,0.8112,0.8326,0.8853,3.7895,3.4716,3.7317,3.1455,3.6565,3.6204,0.0946,P3>P4>P1>P5>P2,1,ODA
GBR,United Kingdom,2012,1,80.6579,82.7553,80.8101,74.0000,77.8666,61.2000,1.5759,1.3230,0.8809,0.9363,38336.5962,0.8661,,73.8957,35.3000,0.7956,0.7413,0.9086,0.9142,0.7224,0.8210,0.8547,3.6652,3.7915,3.6183,3.1967,3.0451,3.5204,0.0908,P4>P3>P1>P2>P5,1,ODA
IRL,Ireland,2012,1,78.0174,83.2564,78.8655,69.0000,76.2653,58.7000,1.5455,1.2430,0.8691,0.9362,46726.2158,0.0586,,82.0434,26.5000,0.7728,0.7216,0.9026,0.9298,0.7998,0.8201,0.8522,3.5948,3.7005,3.5768,3.4703,3.5116,3.6055,0.0881,P4>P3>P5>P1>P2,1,ODA
JPN,Japan,2012,1,76.8993,80.1717,77.4084,74.0000,78.0231,51.7000,3.1737,2.0010,0.8454,0.9718,37605.9743,0.0201,,82.3870,43.5000,0.7712,0.7546,0.9086,0.9188,0.7307,0.8200,0.8520,3.5619,3.6596,3.7194,3.4148,3.3330,3.5713,0.0897,P4>P3>P1>P2>P5,1,ODA
AUT,Austria,2012,1,80.9035,86.2675,78.9805,69.0000,75.6280,53.1000,2.9337,1.3840,0.8446,0.9360,46156.4832,0.2385,,88.1334,27.5000,0.7879,0.7063,0.8903,0.9280,0.8261,0.8198,0.8514,3.6633,3.5780,3.4936,3.3761,3.7428,3.6153,0.0870,P4>P3>P5>P1>P2,1,ODA
USA,United States,2012,1,81.0675,80.7890,77.6095,73.0000,73.4219,57.7000,2.6727,1.2960,0.8966,0.9049,51708.3941,0.7767,,76.4978,34.8000,0.7812,0.7214,0.9007,0.9302,0.7375,0.8156,0.8402,3.6075,3.6997,3.5269,3.3151,3.1441,3.5119,0.0956,P4>P3>P1>P5>P2,1,ODA
BEL,Belgium,2012,1,86.3663,79.5766,72.2229,75.0000,77.9379,54.3000,2.2708,1.1490,0.8833,0.9271,42483.5251,0.0634,,82.0363,33.5000,0.7829,0.6912,0.9052,0.9248,0.7706,0.8116,0.8297,3.5805,3.4822,3.5364,3.4165,3.4232,3.5365,0.0981,P4>P3>P1>P5>P2,1,ODA
AUS,Australia,2012,1,84.4838,85.1024,85.3017,85.0000,87.6006,51.9000,2.1773,0.3500,0.9100,0.9584,43007.2698,5.2981,,82.7642,29.2000,0.8497,0.6075,0.9342,0.8906,0.7922,0.8085,0.8214,3.8205,2.8742,3.8865,2.8698,3.5237,3.4897,0.1272,P3>P4>P1>P5>P2,1,ODA
LUX,Luxembourg,2012,1,88.3510,87.5697,82.4954,80.0000,91.7772,57.7000,1.2066,,0.8217,0.9298,96636.4266,0.1243,,89.1924,25.5000,0.8460,0.5770,0.8758,0.9668,0.8397,0.8082,0.8208,3.8094,3.7305,3.3486,3.5314,3.8267,3.7091,0.1456,P4>P3>P1>P5>P2,2,ECI; ODA
ISL,Iceland,2012,1,79.9802,86.0692,73.5464,82.0000,84.7819,55.7000,1.6924,,0.9367,0.9592,42004.4476,0.0004,,86.9334,29.1000,0.8040,0.5570,0.9480,0.9247,0.8134,0.7961,0.7886,3.6576,3.5177,3.9176,3.5150,3.6813,3.6901,0.1551,P3>P4>P5>P1>P2,2,ECI; ODA
FRA,France,2012,1,80.7575,79.1424,72.7881,71.0000,77.5821,51.8000,2.2276,1.2460,0.7949,0.9498,37671.0239,0.0484,,76.4037,33.6000,0.7592,0.6874,0.8723,0.9187,0.7420,0.7941,0.7832,3.5208,3.4944,3.4293,3.3942,3.1680,3.4557,0.0961,P4>P3>P1>P5>P2,1,ODA
KOR,"Korea, Rep.",2012,1,77.2653,74.5012,69.5122,56.0000,58.4904,53.9000,3.6852,1.6240,0.8599,0.9432,35061.5532,0.1008,,74.4221,37.6000,0.6932,0.7318,0.9016,0.9147,0.7154,0.7910,0.7751,3.2488,3.6887,3.6175,3.3252,3.0518,3.3900,0.1076,P4>P3>P2>P5>P1,1,ODA
SVN,Slovenia,2012,1,68.0873,70.7025,65.0103,61.0000,61.7056,49.9000,2.5834,1.3590,0.8802,0.9195,28786.7106,0.2527,,82.6775,34.0000,0.6620,0.6881,0.8999,0.9035,0.7717,0.7754,0.7335,3.0558,3.5075,3.4848,3.1975,3.4592,3.3156,0.1140,P4>P3>P5>P2>P1,1,ODA
EST,Estonia,2012,1,71.9079,76.8231,77.8688,64.0000,70.4021,55.3000,2.1048,0.9180,0.9096,0.8679,26242.5283,1.9705,,77.9252,47.5000,0.7265,0.6755,0.8887,0.8873,0.6917,0.7749,0.7322,3.4106,3.3447,3.4146,2.9047,2.9936,3.2675,0.1057,P3>P4>P1>P5>P2,1,ODA
CZE,Czechia,2012,1,65.5073,71.2654,69.4632,49.0000,56.1627,49.7000,1.7570,1.4830,0.8716,0.8923,29465.6074,0.6406,,85.0744,39.5000,0.6381,0.6982,0.8820,0.9021,0.7608,0.7670,0.7112,3.0120,3.5622,3.3923,3.1300,3.5089,3.2886,0.1145,P4>P3>P5>P2>P1,1,ODA
ESP,Spain,2012,1,68.8909,75.6138,68.6283,65.0000,70.2357,47.2000,1.2927,0.8650,0.7889,0.9568,31869.7840,0.0731,,68.3668,42.8000,0.6953,0.6302,0.8729,0.9100,0.6635,0.7543,0.6776,3.2517,3.1753,3.4080,3.2923,2.8620,3.2435,0.1279,P4>P3>P1>P5>P2,1,ODA
ISR,Israel,2012,1,76.6177,71.9609,72.3140,60.0000,63.1546,56.0000,4.0603,1.1330,0.8415,0.9536,32483.7422,0.2701,,52.6229,82.2000,0.7022,0.6983,0.8976,0.9096,0.4206,0.7536,0.6758,3.2952,3.4972,3.6165,3.2306,1.1747,3.0577,0.1986,P4>P3>P1>P2>P5,1,ODA
CYP,Cyprus,2012,1,80.2158,73.5049,71.2166,66.0000,68.2021,47.9000,0.4376,0.6410,0.7813,0.9404,31924.0996,0.0727,,79.4456,66.8000,0.7273,0.6136,0.8609,0.9100,0.6189,0.7513,0.6697,3.3740,2.9963,3.2845,3.3083,2.7431,3.2227,0.1361,P4>P3>P1>P5>P2,1,ODA
PRT,Portugal,2012,1,69.0760,72.2494,66.0360,63.0000,64.0155,45.3000,1.3766,0.7520,0.7373,0.9316,26476.2183,0.2598,,80.2635,34.2000,0.6759,0.6106,0.8344,0.8991,0.7588,0.7442,0.6509,3.1563,2.9660,3.0667,3.1706,3.2919,3.1695,0.1164,P4>P3>P5>P1>P2,1,ODA
MLT,Malta,2012,1,72.1816,78.5183,74.3025,57.0000,66.2250,56.1000,0.7920,,0.7841,0.9394,30716.2827,0.0000,,83.1923,43.8000,0.7050,0.5610,0.8618,0.9085,0.7335,0.7439,0.6500,3.3356,3.5745,3.2899,3.4637,3.3747,3.4294,0.1374,P4>P3>P5>P1>P2,2,ECI; ODA
POL,Poland,2012,1,63.0117,71.9473,68.3265,58.0000,64.3218,40.4000,0.8848,1.0760,0.8622,0.8735,23728.1457,3.7989,,84.0639,44.3000,0.6532,0.6152,0.8679,0.8699,0.7357,0.7382,0.6350,3.0622,3.0866,3.2997,2.7737,3.3815,3.1278,0.1183,P4>P3>P5>P1>P2,1,ODA
HUN,Hungary,2012,1,59.7453,66.7080,66.9705,55.0000,55.6152,46.5000,1.2576,1.2390,0.8250,0.8490,23205.3107,0.6184,,78.0597,48.3000,0.6211,0.6603,0.8370,0.8900,0.6890,0.7346,0.6254,2.8769,3.3676,3.0155,3.0593,2.9809,3.0546,0.1173,P4>P3>P5>P2>P1,1,ODA
LTU,Lithuania,2012,1,65.0568,67.0314,70.6803,54.0000,59.1895,44.0000,0.8976,0.7990,0.8895,0.8302,23275.2518,0.5033,,78.1538,44.2000,0.6419,0.6083,0.8599,0.8909,0.7066,0.7334,0.6221,3.0132,2.9786,3.0649,3.0751,3.0805,3.0696,0.1277,P4>P3>P5>P1>P2,1,ODA
ITA,Italy,2012,1,59.2563,66.3648,62.4679,42.0000,51.0646,44.5000,1.2556,1.1950,0.7832,0.9577,36281.1014,0.1696,,73.9548,45.8000,0.5752,0.6463,0.8704,0.9160,0.6789,0.7306,0.6147,2.6369,3.2691,3.4077,3.3050,2.9200,3.0603,0.1480,P4>P3>P5>P2>P1,1,ODA
SVK,Slovak Republic,2012,1,61.4302,62.7295,70.2370,46.0000,51.4442,41.4000,0.7938,1.1430,0.8337,0.8642,27022.7747,0.3252,,83.2361,47.4000,0.6010,0.6262,0.8489,0.8998,0.7187,0.7284,0.6089,2.8351,3.1847,3.1338,3.1658,3.3170,3.1069,0.1324,P4>P3>P5>P2>P1,1,ODA
CHL,Chile,2012,1,76.3044,76.5100,79.2672,72.0000,77.8060,42.7000,0.3621,0.0750,0.7540,0.9111,21366.1771,9.0544,0.0507,76.0214,43.5000,0.7602,0.5369,0.8326,0.8286,0.6989,0.7264,0.6036,3.5305,2.5093,3.0059,2.1948,3.0208,2.9800,0.1219,P3>P4>P1>P5>P2,0,
LVA,Latvia,2012,1,63.1972,66.8159,69.5294,49.0000,55.6749,47.0000,0.6888,0.7910,0.8574,0.8298,19416.5167,1.4313,,74.1098,51.9000,0.6214,0.6226,0.8436,0.8753,0.6543,0.7202,0.5872,2.9240,3.0783,2.9609,2.8580,2.8174,2.9520,0.1254,P4>P3>P5>P2>P1,1,ODA
ARE,United Arab Emirates,2012,1,73.8196,63.2841,68.1985,68.0000,69.9075,44.4000,0.4725,0.6990,0.6333,0.9525,89198.0119,28.2145,,79.6106,48.9000,0.6833,0.6014,0.7929,0.7754,0.6943,0.7042,0.5448,3.1278,2.9101,2.7208,2.5260,3.0282,2.9250,0.0773,P3>P4>P5>P1>P2,1,ODA
URY,Uruguay,2012,1,60.8927,69.2761,65.4781,72.0000,74.8117,35.1000,0.3081,0.1690,0.7132,0.8722,19495.4224,1.1796,0.0345,81.0108,40.5000,0.6691,0.5073,0.7927,0.8767,0.7363,0.7016,0.5378,3.0489,2.1397,2.7373,2.6360,3.2538,2.8434,0.1395,P4>P3>P5>P1>P2,0,
MUS,Mauritius,2012,1,70.5817,74.6719,70.1416,57.0000,56.7814,39.2000,0.1777,0.1450,0.6971,0.8358,17259.4018,0.0968,1.4408,84.1735,44.7000,0.6810,0.5257,0.7665,0.8542,0.7346,0.6992,0.5315,3.2081,2.3741,2.4287,2.4837,3.3800,2.8730,0.1218,P4>P3>P5>P1>P2,0,
HRV,Croatia,2012,1,59.1426,61.5719,58.1188,46.0000,49.7672,40.7000,0.7355,0.8640,0.7919,0.8813,21618.8256,1.2944,0.2643,77.2554,56.3000,0.5621,0.5977,0.8366,0.8774,0.6517,0.6979,0.5280,2.5742,2.9700,3.0699,2.5100,2.8434,2.7688,0.1430,P4>P3>P5>P2>P1,0,
