iso3,country,year,EduIdx,LifeExpIdx
ESP,Spain,2012,0.7889,0.9568
ESP,Spain,2018,0.8246,0.9707
ESP,Spain,2024,0.8538,0.9795
LKA,Sri Lanka,1996,0.6567,0.7668
LKA,Sri Lanka,2004,0.7027,0.7388
LKA,Sri Lanka,2012,0.7188,0.849
LKA,Sri Lanka,2018,0.7319,0.869
LKA,Sri Lanka,2024,0.7237,0.8844
SDN,Sudan,1996,0.1941,0.579
SDN,Sudan,2004,0.2655,0.5657
SDN,Sudan,2012,0.32,0.6681
SDN,Sudan,2018,0.3554,0.7
SDN,Sudan,2024,0.3715,0.7128
SUR,Suriname,1996,,0.6628
SUR,Suriname,2004,0.5679,0.7133
SUR,Suriname,2012,0.5761,0.7686
SUR,Suriname,2018,0.5823,0.7918
SUR,Suriname,2024,0.5854,0.8251
SWE,Sweden,1996,0.8161,0.9084
SWE,Sweden,2004,0.851,0.9315
SWE,Sweden,2012,0.8533,0.9497
SWE,Sweden,2018,0.9183,0.962
SWE,Sweden,2024,0.9247,0.9733
CHE,Switzerland,1996,0.7521,0.9084
CHE,Switzerland,2004,0.7914,0.9393
CHE,Switzerland,2012,0.8867,0.9633
CHE,Switzerland,2018,0.9116,0.9779
CHE,Switzerland,2024,0.928,0.9839
SYR,Syrian Arab Republic,1996,0.4146,0.7716
SYR,Syrian Arab Republic,2004,0.4844,0.8076
SYR,Syrian Arab Republic,2012,0.5512,0.7109
SYR,Syrian Arab Republic,2018,0.4096,0.7288
SYR,Syrian Arab Republic,2024,0.4039,0.8018
TJK,Tajikistan,1996,0.6204,0.6278
TJK,Tajikistan,2004,0.6544,0.717
TJK,Tajikistan,2012,0.6777,0.7558
TJK,Tajikistan,2018,0.6815,0.7806
TJK,Tajikistan,2024,0.6771,0.7968
TZA,Tanzania (United Republic of),1996,0.2748,0.479
TZA,Tanzania (United Republic of),2004,0.3601,0.5667
TZA,Tanzania (United Republic of),2012,0.429,0.6506
TZA,Tanzania (United Republic of),2018,0.4177,0.6998
TZA,Tanzania (United Republic of),2024,0.4407,0.723
THA,Thailand,1996,0.4582,0.7683
THA,Thailand,2004,0.5768,0.8015
THA,Thailand,2012,0.6351,0.8552
THA,Thailand,2018,0.7163,0.8798
THA,Thailand,2024,0.728,0.8679
TLS,Timor-Leste,1996,,0.4348
TLS,Timor-Leste,2004,0.4527,0.6268
TLS,Timor-Leste,2012,0.5427,0.6828
TLS,Timor-Leste,2018,0.5548,0.7108
TLS,Timor-Leste,2024,0.5757,0.7337
TGO,Togo,1996,0.3385,0.5203
TGO,Togo,2004,0.3878,0.5476
TGO,Togo,2012,0.4597,0.5837
TGO,Togo,2018,0.5225,0.6246
TGO,Togo,2024,0.5592,0.6575
TON,Tonga,1996,0.6841,0.7508
TON,Tonga,2004,0.7334,0.7759
TON,Tonga,2012,0.8068,0.793
TON,Tonga,2018,0.839,0.8026
TON,Tonga,2024,0.8579,0.8138
TTO,Trinidad and Tobago,1996,0.5792,0.7391
TTO,Trinidad and Tobago,2004,0.6491,0.7674
TTO,Trinidad and Tobago,2012,0.7178,0.8079
TTO,Trinidad and Tobago,2018,0.7421,0.8101
TTO,Trinidad and Tobago,2024,0.7552,0.8229
TUN,Tunisia,1996,0.4568,0.7884
TUN,Tunisia,2004,0.5584,0.8234
TUN,Tunisia,2012,0.6179,0.84
TUN,Tunisia,2018,0.6572,0.8518
TUN,Tunisia,2024,0.6608,0.8694
TKM,Turkmenistan,1996,,0.6698
TKM,Turkmenistan,2004,,0.7085
TKM,Turkmenistan,2012,0.6597,0.7532
TKM,Turkmenistan,2018,0.7021,0.758
TKM,Turkmenistan,2024,0.7414,0.7704
TUV,Tuvalu,1996,0.5448,0.6571
TUV,Tuvalu,2004,0.5943,0.6768
TUV,Tuvalu,2012,0.6457,0.6935
TUV,Tuvalu,2018,0.6853,0.7057
TUV,Tuvalu,2024,0.7027,0.7247
TUR,Türkiye,1996,0.4309,0.773
TUR,Türkiye,2004,0.5316,0.8188
TUR,Türkiye,2012,0.6573,0.8546
TUR,Türkiye,2018,0.7817,0.8839
TUR,Türkiye,2024,0.7995,0.8793
UGA,Uganda,1996,0.2929,0.4271
UGA,Uganda,2004,0.4439,0.5184
UGA,Uganda,2012,0.4755,0.6397
UGA,Uganda,2018,0.5175,0.7042
UGA,Uganda,2024,0.532,0.7423
UKR,Ukraine,1996,0.6831,0.7246
UKR,Ukraine,2004,0.7704,0.7303
UKR,Ukraine,2012,0.7975,0.786
UKR,Ukraine,2018,0.7504,0.8241
UKR,Ukraine,2024,0.741,0.8219
ARE,United Arab Emirates,1996,0.5361,0.7972
ARE,United Arab Emirates,2004,0.5837,0.9273
ARE,United Arab Emirates,2012,0.6333,0.9525
ARE,United Arab Emirates,2018,0.7645,0.9608
ARE,United Arab Emirates,2024,0.8664,0.9678
GBR,United Kingdom,1996,0.7583,0.875
GBR,United Kingdom,2004,0.8504,0.9062
GBR,United Kingdom,2012,0.8809,0.9363
GBR,United Kingdom,2018,0.9203,0.9404
GBR,United Kingdom,2024,0.9444,0.9431
USA,United States,1996,0.8768,0.8642
USA,United States,2004,0.8709,0.8852
USA,United States,2012,0.8966,0.9049
USA,United States,2018,0.9123,0.9046
USA,United States,2024,0.906,0.9124
URY,Uruguay,1996,0.6198,0.8279
URY,Uruguay,2004,0.718,0.8511
URY,Uruguay,2012,0.7132,0.8722
URY,Uruguay,2018,0.7489,0.885
URY,Uruguay,2024,0.837,0.8944
UZB,Uzbekistan,1996,,0.6889
UZB,Uzbekistan,2004,0.6615,0.7262
UZB,Uzbekistan,2012,0.6944,0.7756
UZB,Uzbekistan,2018,0.7257,0.8
UZB,Uzbekistan,2024,0.7431,0.806
VUT,Vanuatu,1996,,0.7412
VUT,Vanuatu,2004,,0.7536
VUT,Vanuatu,2012,0.5125,0.7677
VUT,Vanuatu,2018,0.5517,0.7789
VUT,Vanuatu,2024,0.5675,0.792
VEN,Venezuela (Bolivarian Republic of),1996,0.5211,0.7988
VEN,Venezuela (Bolivarian Republic of),2004,0.5879,0.8116
VEN,Venezuela (Bolivarian Republic of),2012,0.6929,0.8167
VEN,Venezuela (Bolivarian Republic of),2018,0.7017,0.8099
VEN,Venezuela (Bolivarian Republic of),2024,0.6828,0.8079
VNM,Viet Nam,1996,0.4309,0.7892
VNM,Viet Nam,2004,0.5325,0.8163
VNM,Viet Nam,2012,0.6269,0.8271
VNM,Viet Nam,2018,0.6826,0.8323
VNM,Viet Nam,2024,0.7287,0.8398
YEM,Yemen,1996,0.2063,0.629
YEM,Yemen,2004,0.2885,0.6905
YEM,Yemen,2012,0.3401,0.7318
YEM,Yemen,2018,0.3566,0.7064
YEM,Yemen,2024,0.391,0.7584
ZMB,Zambia,1996,0.3939,0.3963
ZMB,Zambia,2004,0.46,0.4698
ZMB,Zambia,2012,0.5216,0.5954
ZMB,Zambia,2018,0.5402,0.6483
ZMB,Zambia,2024,0.5527,0.7131
ZWE,Zimbabwe,1996,0.4741,0.4459
ZWE,Zimbabwe,2004,0.5229,0.4007
ZWE,Zimbabwe,2012,0.5663,0.5444
ZWE,Zimbabwe,2018,0.5903,0.6293
ZWE,Zimbabwe,2024,0.6048,0.6581
