iso3,country,year,ECI
SGP,SGP,2019,1.681
SGP,SGP,2020,1.672
SGP,SGP,2021,1.664
SGP,SGP,2022,1.651
SGP,SGP,2023,1.679
SGP,SGP,2024,1.52
SVK,SVK,1995,1.112
SVK,SVK,1996,1.127
SVK,SVK,1997,1.07
SVK,SVK,1998,1.055
SVK,SVK,1999,1.043
SVK,SVK,2000,1.105
SVK,SVK,2001,1.119
SVK,SVK,2002,1.101
SVK,SVK,2003,1.119
SVK,SVK,2004,1.103
SVK,SVK,2005,1.13
SVK,SVK,2006,1.125
SVK,SVK,2007,1.139
SVK,SVK,2008,1.16
SVK,SVK,2009,1.118
SVK,SVK,2010,1.133
SVK,SVK,2011,1.147
SVK,SVK,2012,1.143
SVK,SVK,2013,1.163
SVK,SVK,2014,1.197
SVK,SVK,2015,1.204
SVK,SVK,2016,1.204
SVK,SVK,2017,1.213
SVK,SVK,2018,1.207
SVK,SVK,2019,1.23
SVK,SVK,2020,1.235
SVK,SVK,2021,1.246
SVK,SVK,2022,1.214
SVK,SVK,2023,1.201
SVK,SVK,2024,1.118
VNM,VNM,1995,-0.968
VNM,VNM,1996,-0.81
VNM,VNM,1997,-0.784
VNM,VNM,1998,-0.715
VNM,VNM,1999,-0.581
VNM,VNM,2000,-0.49
VNM,VNM,2001,-0.26
VNM,VNM,2002,-0.292
VNM,VNM,2003,-0.248
VNM,VNM,2004,-0.178
VNM,VNM,2005,-0.115
VNM,VNM,2006,0.029
VNM,VNM,2007,-0.008
VNM,VNM,2008,0.043
VNM,VNM,2009,0.09
VNM,VNM,2010,0.119
VNM,VNM,2011,0.154
VNM,VNM,2012,0.265
VNM,VNM,2013,0.223
VNM,VNM,2014,0.3
VNM,VNM,2015,0.243
VNM,VNM,2016,0.295
VNM,VNM,2017,0.377
VNM,VNM,2018,0.377
VNM,VNM,2019,0.403
VNM,VNM,2020,0.45
VNM,VNM,2021,0.547
VNM,VNM,2022,0.477
VNM,VNM,2023,0.579
VNM,VNM,2024,0.672
SVN,SVN,1995,1.263
SVN,SVN,1996,1.249
SVN,SVN,1997,1.226
SVN,SVN,1998,1.208
SVN,SVN,1999,1.209
SVN,SVN,2000,1.296
SVN,SVN,2001,1.293
SVN,SVN,2002,1.346
SVN,SVN,2003,1.37
SVN,SVN,2004,1.355
SVN,SVN,2005,1.29
SVN,SVN,2006,1.262
SVN,SVN,2007,1.296
SVN,SVN,2008,1.305
SVN,SVN,2009,1.3
SVN,SVN,2010,1.342
SVN,SVN,2011,1.411
SVN,SVN,2012,1.359
SVN,SVN,2013,1.37
SVN,SVN,2014,1.368
SVN,SVN,2015,1.405
SVN,SVN,2016,1.367
SVN,SVN,2017,1.342
SVN,SVN,2018,1.379
SVN,SVN,2019,1.375
SVN,SVN,2020,1.326
SVN,SVN,2021,1.351
SVN,SVN,2022,1.337
SVN,SVN,2023,1.355
SVN,SVN,2024,1.277
ZAF,ZAF,2000,0.707
ZAF,ZAF,2001,0.642
ZAF,ZAF,2002,0.64
ZAF,ZAF,2003,0.672
ZAF,ZAF,2004,0.658
ZAF,ZAF,2005,0.655
ZAF,ZAF,2006,0.632
ZAF,ZAF,2007,0.614
ZAF,ZAF,2008,0.583
ZAF,ZAF,2009,0.571
ZAF,ZAF,2010,0.535
ZAF,ZAF,2011,0.573
ZAF,ZAF,2012,0.579
ZAF,ZAF,2013,0.579
ZAF,ZAF,2014,0.555
ZAF,ZAF,2015,0.492
ZAF,ZAF,2016,0.477
ZAF,ZAF,2017,0.452
ZAF,ZAF,2018,0.429
ZAF,ZAF,2019,0.424
ZAF,ZAF,2020,0.378
ZAF,ZAF,2021,0.334
ZAF,ZAF,2022,0.345
ZAF,ZAF,2023,0.293
ZAF,ZAF,2024,0.378
ZWE,ZWE,1995,-0.235
ZWE,ZWE,1996,-0.222
ZWE,ZWE,1997,-0.049
ZWE,ZWE,1998,-0.581
ZWE,ZWE,1999,-0.006
ZWE,ZWE,2000,-0.43
ZWE,ZWE,2001,-0.651
ZWE,ZWE,2002,-0.392
ZWE,ZWE,2003,-0.271
ZWE,ZWE,2004,-0.422
ZWE,ZWE,2005,-0.406
ZWE,ZWE,2006,-0.512
ZWE,ZWE,2007,-0.441
ZWE,ZWE,2008,-0.458
ZWE,ZWE,2009,-0.617
ZWE,ZWE,2010,-0.745
ZWE,ZWE,2011,-0.797
ZWE,ZWE,2012,-0.743
ZWE,ZWE,2013,-0.688
ZWE,ZWE,2014,-0.806
ZWE,ZWE,2015,-0.909
ZWE,ZWE,2016,-1.018
ZWE,ZWE,2017,-0.984
ZWE,ZWE,2018,-1.116
ZWE,ZWE,2019,-1.089
ZWE,ZWE,2020,-1.121
ZWE,ZWE,2021,-1.094
ZWE,ZWE,2022,-1.088
ZWE,ZWE,2023,-1.124
ZWE,ZWE,2024,-1.091
ESP,ESP,1995,1.04
ESP,ESP,1996,1.002
ESP,ESP,1997,0.983
ESP,ESP,1998,0.988
ESP,ESP,1999,0.996
ESP,ESP,2000,1.019
ESP,ESP,2001,1.008
ESP,ESP,2002,1.006
ESP,ESP,2003,0.98
ESP,ESP,2004,0.972
ESP,ESP,2005,0.935
ESP,ESP,2006,0.933
ESP,ESP,2007,0.943
ESP,ESP,2008,0.907
ESP,ESP,2009,0.889
ESP,ESP,2010,0.902
ESP,ESP,2011,0.885
ESP,ESP,2012,0.865
ESP,ESP,2013,0.891
ESP,ESP,2014,0.888
ESP,ESP,2015,0.865
ESP,ESP,2016,0.867
ESP,ESP,2017,0.848
ESP,ESP,2018,0.844
ESP,ESP,2019,0.833
ESP,ESP,2020,0.823
ESP,ESP,2021,0.817
ESP,ESP,2022,0.813
ESP,ESP,2023,0.812
ESP,ESP,2024,0.814
SDN,SDN,1995,-1.562
SDN,SDN,1996,-1.597
SDN,SDN,1997,-1.817
SDN,SDN,1998,-1.485
SDN,SDN,1999,-1.656
SDN,SDN,2000,-1.982
SDN,SDN,2001,-1.777
SDN,SDN,2002,-1.462
SDN,SDN,2003,-1.658
SDN,SDN,2004,-2.179
SDN,SDN,2005,-1.921
SDN,SDN,2006,-2.038
SDN,SDN,2007,-1.986
SDN,SDN,2008,-2.536
SDN,SDN,2009,-2.827
SDN,SDN,2010,-2.652
SDN,SDN,2011,-2.435
SDN,SDN,2012,-1.774
SDN,SDN,2013,-1.717
SDN,SDN,2014,-2.157
SDN,SDN,2015,-2.087
SDN,SDN,2016,-2.042
SDN,SDN,2017,-2.191
SDN,SDN,2018,-1.911
SDN,SDN,2019,-1.975
SDN,SDN,2020,-2.251
SDN,SDN,2021,-1.561
SDN,SDN,2022,-2.008
SDN,SDN,2023,-2.582
SDN,SDN,2024,-2.078
SWZ,SWZ,2000,0.312
SWZ,SWZ,2001,0.351
SWZ,SWZ,2002,0.317
SWZ,SWZ,2003,0.219
SWZ,SWZ,2004,0.398
SWZ,SWZ,2005,0.575
SWZ,SWZ,2006,0.841
SWZ,SWZ,2007,0.875
SWZ,SWZ,2008,0.735
SWZ,SWZ,2009,0.767
SWZ,SWZ,2010,0.414
SWZ,SWZ,2011,0.297
SWZ,SWZ,2012,0.304
SWZ,SWZ,2013,0.325
SWZ,SWZ,2014,0.356
SWZ,SWZ,2015,0.359
SWZ,SWZ,2016,0.368
SWZ,SWZ,2017,0.333
SWZ,SWZ,2018,0.296
SWZ,SWZ,2019,0.15
SWZ,SWZ,2020,0.412
SWZ,SWZ,2021,0.343
SWZ,SWZ,2022,0.189
SWZ,SWZ,2023,0.172
SWZ,SWZ,2024,0.271
SWE,SWE,1995,1.633
SWE,SWE,1996,1.625
SWE,SWE,1997,1.563
SWE,SWE,1998,1.56
SWE,SWE,1999,1.55
SWE,SWE,2000,1.633
SWE,SWE,2001,1.574
SWE,SWE,2002,1.645
SWE,SWE,2003,1.569
SWE,SWE,2004,1.531
SWE,SWE,2005,1.423
SWE,SWE,2006,1.419
SWE,SWE,2007,1.468
SWE,SWE,2008,1.435
SWE,SWE,2009,1.485
SWE,SWE,2010,1.507
SWE,SWE,2011,1.569
SWE,SWE,2012,1.457
SWE,SWE,2013,1.452
SWE,SWE,2014,1.446
SWE,SWE,2015,1.458
SWE,SWE,2016,1.464
SWE,SWE,2017,1.398
SWE,SWE,2018,1.396
SWE,SWE,2019,1.405
SWE,SWE,2020,1.375
SWE,SWE,2021,1.386
SWE,SWE,2022,1.37
SWE,SWE,2023,1.373
SWE,SWE,2024,1.236
CHE,CHE,1995,1.595
CHE,CHE,1996,1.622
CHE,CHE,1997,1.599
CHE,CHE,1998,1.575
CHE,CHE,1999,1.59
CHE,CHE,2000,1.703
CHE,CHE,2001,1.706
CHE,CHE,2002,1.732
CHE,CHE,2003,1.704
CHE,CHE,2004,1.658
CHE,CHE,2005,1.582
CHE,CHE,2006,1.581
CHE,CHE,2007,1.66
CHE,CHE,2008,1.624
CHE,CHE,2009,1.676
CHE,CHE,2010,1.728
CHE,CHE,2011,1.768
CHE,CHE,2012,1.726
CHE,CHE,2013,1.75
CHE,CHE,2014,1.797
CHE,CHE,2015,1.836
CHE,CHE,2016,1.839
CHE,CHE,2017,1.73
CHE,CHE,2018,1.752
CHE,CHE,2019,1.758
CHE,CHE,2020,1.725
CHE,CHE,2021,1.736
CHE,CHE,2022,1.749
CHE,CHE,2023,1.773
CHE,CHE,2024,1.584
TJK,TJK,1995,-0.169
TJK,TJK,1996,-0.288
TJK,TJK,1997,-0.44
TJK,TJK,1998,-0.376
TJK,TJK,1999,-0.435
TJK,TJK,2000,-0.75
TJK,TJK,2001,-0.774
TJK,TJK,2002,-1.006
TJK,TJK,2003,-1.035
TJK,TJK,2004,-0.791
TJK,TJK,2005,-0.92
TJK,TJK,2006,-1.063
TJK,TJK,2007,-1.383
TJK,TJK,2008,-1.182
TJK,TJK,2009,-1.378
TJK,TJK,2010,-1.562
TJK,TJK,2011,-1.353
TJK,TJK,2012,-1.634
TJK,TJK,2013,-1.274
TJK,TJK,2014,-0.776
TJK,TJK,2015,-1.29
TJK,TJK,2016,-1.142
TJK,TJK,2017,-0.841
TJK,TJK,2018,-1.029
TJK,TJK,2019,-1.023
TJK,TJK,2020,-0.909
TJK,TJK,2021,-1.317
TJK,TJK,2022,-1.288
TJK,TJK,2023,-1.01
TJK,TJK,2024,-1.399
THA,THA,1995,0.405
THA,THA,1996,0.38
THA,THA,1997,0.379
THA,THA,1998,0.405
THA,THA,1999,0.465
THA,THA,2000,0.562
THA,THA,2001,0.598
THA,THA,2002,0.583
THA,THA,2003,0.608
THA,THA,2004,0.629
THA,THA,2005,0.647
THA,THA,2006,0.691
THA,THA,2007,0.704
THA,THA,2008,0.723
THA,THA,2009,0.723
THA,THA,2010,0.779
THA,THA,2011,0.78
THA,THA,2012,0.805
THA,THA,2013,0.863
THA,THA,2014,0.909
THA,THA,2015,0.931
THA,THA,2016,0.927
THA,THA,2017,0.941
THA,THA,2018,0.931
THA,THA,2019,0.954
THA,THA,2020,0.952
THA,THA,2021,0.955
THA,THA,2022,0.869
THA,THA,2023,0.855
THA,THA,2024,0.812
TGO,TGO,1995,-0.86
TGO,TGO,1996,-1.009
TGO,TGO,1997,-0.811
TGO,TGO,1998,-0.883
TGO,TGO,1999,-0.809
TGO,TGO,2000,-0.977
TGO,TGO,2001,-0.91
TGO,TGO,2002,-0.794
TGO,TGO,2003,-0.63
TGO,TGO,2004,-0.877
TGO,TGO,2005,-0.75
TGO,TGO,2006,-0.876
TGO,TGO,2007,-0.812
TGO,TGO,2008,-0.794
TGO,TGO,2009,-0.91
TGO,TGO,2010,-0.855
TGO,TGO,2011,-1.138
TGO,TGO,2012,-0.931
TGO,TGO,2013,-0.638
TGO,TGO,2014,-0.781
TGO,TGO,2015,-0.946
TGO,TGO,2016,-0.976
TGO,TGO,2017,-1.122
TGO,TGO,2018,-1.097
TGO,TGO,2019,-1.146
TGO,TGO,2020,-1.135
TGO,TGO,2021,-1.231
TGO,TGO,2022,-1.159
TGO,TGO,2023,-1.239
TGO,TGO,2024,-0.637
TTO,TTO,1995,0.219
TTO,TTO,1996,0.166
TTO,TTO,1997,0.216
TTO,TTO,1998,0.273
TTO,TTO,1999,0.234
TTO,TTO,2000,0.064
TTO,TTO,2001,0.229
TTO,TTO,2002,0.012
TTO,TTO,2003,0.065
TTO,TTO,2004,0.054
TTO,TTO,2005,0.132
TTO,TTO,2006,0.061
TTO,TTO,2007,-0.173
TTO,TTO,2008,-0.254
TTO,TTO,2009,-0.215
TTO,TTO,2010,-0.203
TTO,TTO,2011,-0.171
TTO,TTO,2012,-0.152
TTO,TTO,2013,-0.161
TTO,TTO,2014,-0.346
TTO,TTO,2015,-0.273
TTO,TTO,2016,-0.077
TTO,TTO,2017,-0.078
TTO,TTO,2018,-0.067
TTO,TTO,2019,0.06
TTO,TTO,2020,0.047
TTO,TTO,2021,-0.028
TTO,TTO,2022,-0.255
TTO,TTO,2023,0.071
TTO,TTO,2024,0.056
ARE,ARE,1995,0.249
ARE,ARE,1996,0.214
ARE,ARE,1997,0.365
ARE,ARE,1998,0.374
ARE,ARE,1999,0.361
ARE,ARE,2000,0.278
ARE,ARE,2001,0.392
ARE,ARE,2002,0.451
ARE,ARE,2003,0.409
ARE,ARE,2004,0.481
ARE,ARE,2005,0.478
ARE,ARE,2006,0.355
ARE,ARE,2007,0.445
ARE,ARE,2008,0.446
ARE,ARE,2009,0.413
ARE,ARE,2010,0.532
ARE,ARE,2011,0.54
ARE,ARE,2012,0.699
ARE,ARE,2013,0.531
ARE,ARE,2014,0.538
ARE,ARE,2015,0.56
ARE,ARE,2016,0.543
ARE,ARE,2017,0.704
ARE,ARE,2018,0.683
ARE,ARE,2019,0.701
ARE,ARE,2020,0.711
ARE,ARE,2021,0.693
ARE,ARE,2022,0.686
ARE,ARE,2023,0.705
ARE,ARE,2024,0.384
TUN,TUN,1995,0.079
TUN,TUN,1996,0.039
TUN,TUN,1997,0.195
TUN,TUN,1998,0.128
TUN,TUN,1999,0.105
TUN,TUN,2000,0.107
TUN,TUN,2001,0.103
TUN,TUN,2002,0.084
TUN,TUN,2003,0.137
TUN,TUN,2004,0.18
TUN,TUN,2005,0.192
TUN,TUN,2006,0.233
TUN,TUN,2007,0.169
TUN,TUN,2008,0.256
TUN,TUN,2009,0.276
TUN,TUN,2010,0.327
TUN,TUN,2011,0.213
TUN,TUN,2012,0.428
TUN,TUN,2013,0.371
TUN,TUN,2014,0.405
TUN,TUN,2015,0.333
TUN,TUN,2016,0.34
TUN,TUN,2017,0.435
TUN,TUN,2018,0.412
TUN,TUN,2019,0.382
TUN,TUN,2020,0.391
TUN,TUN,2021,0.441
TUN,TUN,2022,0.366
TUN,TUN,2023,0.49
TUN,TUN,2024,0.565
TUR,TUR,1995,0.371
TUR,TUR,1996,0.384
TUR,TUR,1997,0.396
TUR,TUR,1998,0.416
TUR,TUR,1999,0.441
TUR,TUR,2000,0.47
TUR,TUR,2001,0.481
TUR,TUR,2002,0.425
TUR,TUR,2003,0.447
TUR,TUR,2004,0.474
TUR,TUR,2005,0.512
TUR,TUR,2006,0.511
TUR,TUR,2007,0.523
TUR,TUR,2008,0.54
TUR,TUR,2009,0.485
TUR,TUR,2010,0.512
TUR,TUR,2011,0.503
TUR,TUR,2012,0.58
TUR,TUR,2013,0.569
TUR,TUR,2014,0.597
TUR,TUR,2015,0.578
TUR,TUR,2016,0.597
TUR,TUR,2017,0.606
TUR,TUR,2018,0.593
TUR,TUR,2019,0.592
TUR,TUR,2020,0.593
TUR,TUR,2021,0.581
TUR,TUR,2022,0.626
TUR,TUR,2023,0.676
TUR,TUR,2024,0.697
TKM,TKM,1995,-0.952
TKM,TKM,1996,-0.983
TKM,TKM,1997,-0.531
TKM,TKM,1998,-0.224
TKM,TKM,1999,-0.752
TKM,TKM,2000,-1.202
TKM,TKM,2001,-1.446
TKM,TKM,2002,-1.375
TKM,TKM,2003,-1.656
TKM,TKM,2004,-1.469
TKM,TKM,2005,-1.28
TKM,TKM,2006,-1.499
TKM,TKM,2007,-1.625
TKM,TKM,2008,-1.623
TKM,TKM,2009,-1.471
TKM,TKM,2010,-1.501
TKM,TKM,2011,-2.223
TKM,TKM,2012,-2.072
TKM,TKM,2013,-1.98
TKM,TKM,2014,-1.738
TKM,TKM,2015,-1.888
TKM,TKM,2016,-1.533
TKM,TKM,2017,-1.551
TKM,TKM,2018,-1.244
TKM,TKM,2019,-1.267
TKM,TKM,2020,-1.116
TKM,TKM,2021,-1.431
TKM,TKM,2022,-1.386
TKM,TKM,2023,-1.343
TKM,TKM,2024,-1.202
UGA,UGA,1995,-0.91
UGA,UGA,1996,-1.208
UGA,UGA,1997,-1.053
UGA,UGA,1998,-1.167
UGA,UGA,1999,-1.33
UGA,UGA,2000,-1.263
UGA,UGA,2001,-1.05
UGA,UGA,2002,-1.138
UGA,UGA,2003,-0.974
UGA,UGA,2004,-1.004
UGA,UGA,2005,-0.766
UGA,UGA,2006,-0.731
UGA,UGA,2007,-0.802
UGA,UGA,2008,-0.686
UGA,UGA,2009,-0.666
UGA,UGA,2010,-0.56
UGA,UGA,2011,-0.619
UGA,UGA,2012,-0.47
UGA,UGA,2013,-0.484
UGA,UGA,2014,-0.526
UGA,UGA,2015,-0.654
UGA,UGA,2016,-0.58
UGA,UGA,2017,-0.786
UGA,UGA,2018,-0.729
UGA,UGA,2019,-0.785
UGA,UGA,2020,-0.786
UGA,UGA,2021,-0.696
UGA,UGA,2022,-0.742
UGA,UGA,2023,-0.742
UGA,UGA,2024,-0.524
UKR,UKR,1995,0.76
UKR,UKR,1996,1.082
UKR,UKR,1997,1.036
UKR,UKR,1998,0.97
UKR,UKR,1999,0.895
UKR,UKR,2000,0.912
UKR,UKR,2001,0.924
UKR,UKR,2002,1.002
UKR,UKR,2003,0.999
UKR,UKR,2004,0.948
UKR,UKR,2005,0.861
UKR,UKR,2006,0.862
UKR,UKR,2007,0.847
UKR,UKR,2008,0.836
UKR,UKR,2009,0.786
UKR,UKR,2010,0.784
UKR,UKR,2011,0.825
UKR,UKR,2012,0.784
UKR,UKR,2013,0.765
UKR,UKR,2014,0.774
UKR,UKR,2015,0.694
UKR,UKR,2016,0.686
UKR,UKR,2017,0.614
UKR,UKR,2018,0.581
UKR,UKR,2019,0.597
UKR,UKR,2020,0.59
UKR,UKR,2021,0.537
UKR,UKR,2022,0.509
UKR,UKR,2023,0.447
UKR,UKR,2024,0.359
MKD,MKD,1995,0.494
MKD,MKD,1996,0.519
MKD,MKD,1997,0.407
MKD,MKD,1998,0.339
MKD,MKD,1999,0.276
MKD,MKD,2000,0.207
MKD,MKD,2001,0.169
MKD,MKD,2002,0.094
MKD,MKD,2003,0.038
MKD,MKD,2004,0.017
MKD,MKD,2005,0.021
MKD,MKD,2006,-0.064
MKD,MKD,2007,-0.076
MKD,MKD,2008,-0.038
MKD,MKD,2009,-0.097
MKD,MKD,2010,-0.072
MKD,MKD,2011,-0.105
MKD,MKD,2012,-0.004
MKD,MKD,2013,0.002
MKD,MKD,2014,0.098
MKD,MKD,2015,0.041
MKD,MKD,2016,0.068
MKD,MKD,2017,0.091
MKD,MKD,2018,0.123
MKD,MKD,2019,0.138
MKD,MKD,2020,0.2
MKD,MKD,2021,0.252
MKD,MKD,2022,0.264
MKD,MKD,2023,0.294
MKD,MKD,2024,0.405
EGY,EGY,1995,-0.054
EGY,EGY,1996,-0.147
EGY,EGY,1997,-0.0
EGY,EGY,1998,-0.048
EGY,EGY,1999,-0.028
EGY,EGY,2000,-0.028
EGY,EGY,2001,-0.028
EGY,EGY,2002,0.008
EGY,EGY,2003,0.052
EGY,EGY,2004,0.041
EGY,EGY,2005,0.054
EGY,EGY,2006,0.115
EGY,EGY,2007,0.057
EGY,EGY,2008,0.104
EGY,EGY,2009,0.003
EGY,EGY,2010,-0.055
EGY,EGY,2011,-0.138
EGY,EGY,2012,-0.057
EGY,EGY,2013,-0.018
EGY,EGY,2014,-0.019
EGY,EGY,2015,-0.06
EGY,EGY,2016,-0.087
EGY,EGY,2017,0.008
EGY,EGY,2018,-0.056
EGY,EGY,2019,-0.108
EGY,EGY,2020,-0.104
EGY,EGY,2021,-0.121
EGY,EGY,2022,-0.114
EGY,EGY,2023,-0.074
EGY,EGY,2024,0.071
GBR,GBR,1995,1.348
GBR,GBR,1996,1.355
GBR,GBR,1997,1.308
GBR,GBR,1998,1.313
GBR,GBR,1999,1.323
GBR,GBR,2000,1.4
GBR,GBR,2001,1.421
GBR,GBR,2002,1.426
GBR,GBR,2003,1.394
GBR,GBR,2004,1.362
GBR,GBR,2005,1.303
GBR,GBR,2006,1.316
GBR,GBR,2007,1.312
GBR,GBR,2008,1.302
GBR,GBR,2009,1.309
GBR,GBR,2010,1.332
GBR,GBR,2011,1.382
GBR,GBR,2012,1.323
GBR,GBR,2013,1.322
GBR,GBR,2014,1.31
GBR,GBR,2015,1.345
GBR,GBR,2016,1.318
GBR,GBR,2017,1.278
GBR,GBR,2018,1.291
GBR,GBR,2019,1.309
GBR,GBR,2020,1.293
GBR,GBR,2021,1.378
GBR,GBR,2022,1.397
GBR,GBR,2023,1.379
GBR,GBR,2024,1.246
TZA,TZA,1995,-1.457
TZA,TZA,1996,-1.603
TZA,TZA,1997,-1.41
TZA,TZA,1998,-1.025
TZA,TZA,1999,-1.047
TZA,TZA,2000,-1.436
TZA,TZA,2001,-1.369
TZA,TZA,2002,-1.521
TZA,TZA,2003,-1.528
TZA,TZA,2004,-1.136
TZA,TZA,2005,-0.94
TZA,TZA,2006,-0.841
TZA,TZA,2007,-0.845
TZA,TZA,2008,-0.766
TZA,TZA,2009,-0.913
TZA,TZA,2010,-0.801
TZA,TZA,2011,-0.842
TZA,TZA,2012,-0.69
TZA,TZA,2013,-0.749
TZA,TZA,2014,-1.077
TZA,TZA,2015,-1.125
TZA,TZA,2016,-1.153
TZA,TZA,2017,-1.104
TZA,TZA,2018,-0.025
TZA,TZA,2019,-0.961
TZA,TZA,2020,-1.2
TZA,TZA,2021,-1.21
TZA,TZA,2022,-1.259
TZA,TZA,2023,-1.115
TZA,TZA,2024,-0.923
USA,USA,1995,1.238
USA,USA,1996,1.244
USA,USA,1997,1.25
USA,USA,1998,1.209
USA,USA,1999,1.246
USA,USA,2000,1.328
USA,USA,2001,1.313
USA,USA,2002,1.332
USA,USA,2003,1.316
USA,USA,2004,1.289
USA,USA,2005,1.219
USA,USA,2006,1.225
USA,USA,2007,1.261
USA,USA,2008,1.244
USA,USA,2009,1.288
USA,USA,2010,1.316
USA,USA,2011,1.363
USA,USA,2012,1.296
USA,USA,2013,1.295
USA,USA,2014,1.305
USA,USA,2015,1.344
USA,USA,2016,1.325
USA,USA,2017,1.267
USA,USA,2018,1.28
USA,USA,2019,1.294
USA,USA,2020,1.323
USA,USA,2021,1.274
USA,USA,2022,1.304
USA,USA,2023,1.232
USA,USA,2024,1.122
BFA,BFA,1995,-1.104
BFA,BFA,1996,-1.007
BFA,BFA,1997,-0.585
BFA,BFA,1998,-0.748
BFA,BFA,1999,-0.619
BFA,BFA,2000,-0.268
BFA,BFA,2001,-0.278
BFA,BFA,2002,-0.765
BFA,BFA,2003,-0.998
BFA,BFA,2004,-1.101
BFA,BFA,2005,-1.131
BFA,BFA,2006,-1.288
BFA,BFA,2007,-0.981
BFA,BFA,2008,-1.305
BFA,BFA,2009,-1.336
BFA,BFA,2010,-0.798
BFA,BFA,2011,-1.538
BFA,BFA,2012,-1.124
BFA,BFA,2013,-1.214
BFA,BFA,2014,-1.203
BFA,BFA,2015,-1.329
BFA,BFA,2016,-1.538
BFA,BFA,2017,-1.463
BFA,BFA,2018,-1.127
BFA,BFA,2019,-1.01
BFA,BFA,2020,-1.054
BFA,BFA,2021,-1.212
BFA,BFA,2022,-0.975
BFA,BFA,2023,-1.132
BFA,BFA,2024,-0.708
URY,URY,1995,0.406
URY,URY,1996,0.142
URY,URY,1997,0.206
URY,URY,1998,0.252
URY,URY,1999,0.277
URY,URY,2000,0.262
URY,URY,2001,0.314
URY,URY,2002,0.254
URY,URY,2003,0.22
URY,URY,2004,0.154
URY,URY,2005,0.397
URY,URY,2006,0.233
URY,URY,2007,0.164
URY,URY,2008,0.276
URY,URY,2009,0.264
URY,URY,2010,0.206
URY,URY,2011,0.198
URY,URY,2012,0.169
URY,URY,2013,0.179
URY,URY,2014,0.237
URY,URY,2015,0.291
URY,URY,2016,0.217
URY,URY,2017,0.186
URY,URY,2018,-0.026
URY,URY,2019,-0.086
URY,URY,2020,-0.164
URY,URY,2021,-0.049
URY,URY,2022,-0.049
URY,URY,2023,0.021
URY,URY,2024,0.122
UZB,UZB,1995,-0.297
UZB,UZB,1996,-0.012
UZB,UZB,1997,-0.205
UZB,UZB,1998,-0.082
UZB,UZB,1999,0.021
UZB,UZB,2000,-0.326
UZB,UZB,2001,-0.384
UZB,UZB,2002,-0.403
UZB,UZB,2003,-0.489
UZB,UZB,2004,-0.552
UZB,UZB,2005,-0.504
UZB,UZB,2006,-0.574
UZB,UZB,2007,-0.674
UZB,UZB,2008,-0.642
UZB,UZB,2009,-0.965
UZB,UZB,2010,-0.843
UZB,UZB,2011,-0.972
UZB,UZB,2012,-0.729
UZB,UZB,2013,-0.875
UZB,UZB,2014,-0.57
UZB,UZB,2015,-0.714
UZB,UZB,2016,-0.639
UZB,UZB,2017,-0.402
UZB,UZB,2018,-0.504
UZB,UZB,2019,-0.53
UZB,UZB,2020,-0.269
UZB,UZB,2021,-0.173
UZB,UZB,2022,0.019
UZB,UZB,2023,0.205
UZB,UZB,2024,0.22
VEN,VEN,1995,0.55
VEN,VEN,1996,0.423
VEN,VEN,1997,0.441
VEN,VEN,1998,0.542
VEN,VEN,1999,0.41
VEN,VEN,2000,0.457
VEN,VEN,2001,0.489
VEN,VEN,2002,0.477
VEN,VEN,2003,0.555
VEN,VEN,2004,0.445
VEN,VEN,2005,0.543
VEN,VEN,2006,0.257
VEN,VEN,2007,0.082
VEN,VEN,2008,0.231
VEN,VEN,2009,0.184
VEN,VEN,2010,0.216
VEN,VEN,2011,-0.014
VEN,VEN,2012,-0.728
VEN,VEN,2013,-0.489
VEN,VEN,2014,-0.709
VEN,VEN,2015,-0.78
VEN,VEN,2016,-0.729
VEN,VEN,2017,-0.756
VEN,VEN,2018,-0.909
VEN,VEN,2019,-1.021
VEN,VEN,2020,-0.928
VEN,VEN,2021,-1.156
VEN,VEN,2022,-1.141
VEN,VEN,2023,-1.331
VEN,VEN,2024,-1.601
YEM,YEM,1995,-0.652
YEM,YEM,1996,-0.886
YEM,YEM,1997,-0.92
YEM,YEM,1998,-0.755
YEM,YEM,1999,-0.84
YEM,YEM,2000,-1.055
YEM,YEM,2001,-1.354
YEM,YEM,2002,-1.326
YEM,YEM,2003,-0.974
YEM,YEM,2004,-1.493
YEM,YEM,2005,-1.381
YEM,YEM,2006,-1.308
YEM,YEM,2007,-1.265
YEM,YEM,2008,-1.437
YEM,YEM,2009,-1.229
YEM,YEM,2010,-1.379
YEM,YEM,2011,-1.499
YEM,YEM,2012,-1.229
YEM,YEM,2013,-1.621
YEM,YEM,2014,-1.247
YEM,YEM,2015,-1.489
YEM,YEM,2016,-2.003
YEM,YEM,2017,-2.155
YEM,YEM,2018,-2.102
YEM,YEM,2019,-2.142
YEM,YEM,2020,-1.923
YEM,YEM,2021,-1.931
YEM,YEM,2022,-1.783
YEM,YEM,2023,-1.517
YEM,YEM,2024,-1.682
ZMB,ZMB,1995,-0.264
ZMB,ZMB,1996,-0.368
ZMB,ZMB,1997,-0.773
ZMB,ZMB,1998,-0.613
ZMB,ZMB,1999,-0.576
ZMB,ZMB,2000,-0.78
ZMB,ZMB,2001,-0.753
ZMB,ZMB,2002,-0.6
ZMB,ZMB,2003,-0.694
ZMB,ZMB,2004,-0.963
ZMB,ZMB,2005,-0.959
