iso3,country,year,ECI
MUS,MUS,1995,-0.367
MUS,MUS,1996,-0.536
MUS,MUS,1997,-0.378
MUS,MUS,1998,-0.341
MUS,MUS,1999,-0.393
MUS,MUS,2000,-0.305
MUS,MUS,2001,-0.034
MUS,MUS,2002,-0.244
MUS,MUS,2003,-0.216
MUS,MUS,2004,-0.052
MUS,MUS,2005,0.04
MUS,MUS,2006,-0.009
MUS,MUS,2007,-0.14
MUS,MUS,2008,-0.041
MUS,MUS,2009,0.009
MUS,MUS,2010,0.066
MUS,MUS,2011,-0.075
MUS,MUS,2012,0.145
MUS,MUS,2013,0.086
MUS,MUS,2014,0.13
MUS,MUS,2015,0.019
MUS,MUS,2016,-0.039
MUS,MUS,2017,0.108
MUS,MUS,2018,0.15
MUS,MUS,2019,0.091
MUS,MUS,2020,0.108
MUS,MUS,2021,0.232
MUS,MUS,2022,0.157
MUS,MUS,2023,0.156
MUS,MUS,2024,0.287
MEX,MEX,1995,0.795
MEX,MEX,1996,0.79
MEX,MEX,1997,0.791
MEX,MEX,1998,0.783
MEX,MEX,1999,0.81
MEX,MEX,2000,0.896
MEX,MEX,2001,0.929
MEX,MEX,2002,0.948
MEX,MEX,2003,0.961
MEX,MEX,2004,0.934
MEX,MEX,2005,0.926
MEX,MEX,2006,0.93
MEX,MEX,2007,0.902
MEX,MEX,2008,0.906
MEX,MEX,2009,0.924
MEX,MEX,2010,0.969
MEX,MEX,2011,0.938
MEX,MEX,2012,0.966
MEX,MEX,2013,0.934
MEX,MEX,2014,0.957
MEX,MEX,2015,0.983
MEX,MEX,2016,0.936
MEX,MEX,2017,0.932
MEX,MEX,2018,0.925
MEX,MEX,2019,0.953
MEX,MEX,2020,0.897
MEX,MEX,2021,0.933
MEX,MEX,2022,0.908
MEX,MEX,2023,0.931
MEX,MEX,2024,0.942
MNG,MNG,1995,-0.912
MNG,MNG,1996,-0.376
MNG,MNG,1997,-0.341
MNG,MNG,1998,-0.61
MNG,MNG,1999,-0.467
MNG,MNG,2000,-0.758
MNG,MNG,2001,-0.855
MNG,MNG,2002,-1.019
MNG,MNG,2003,-1.111
MNG,MNG,2004,-1.057
MNG,MNG,2005,-1.019
MNG,MNG,2006,-1.028
MNG,MNG,2007,-1.12
MNG,MNG,2008,-1.346
MNG,MNG,2009,-1.136
MNG,MNG,2010,-1.647
MNG,MNG,2011,-1.466
MNG,MNG,2012,-1.535
MNG,MNG,2013,-1.318
MNG,MNG,2014,-1.541
MNG,MNG,2015,-1.416
MNG,MNG,2016,-1.127
MNG,MNG,2017,-1.21
MNG,MNG,2018,-1.316
MNG,MNG,2019,-1.274
MNG,MNG,2020,-1.087
MNG,MNG,2021,-1.541
MNG,MNG,2022,-1.433
MNG,MNG,2023,-1.181
MNG,MNG,2024,-1.568
MDA,MDA,1995,0.404
MDA,MDA,1996,0.349
MDA,MDA,1997,0.195
MDA,MDA,1998,0.15
MDA,MDA,1999,0.083
MDA,MDA,2000,0.113
MDA,MDA,2001,0.028
MDA,MDA,2002,-0.064
MDA,MDA,2003,-0.021
MDA,MDA,2004,-0.02
MDA,MDA,2005,0.013
MDA,MDA,2006,0.064
MDA,MDA,2007,0.146
MDA,MDA,2008,0.305
MDA,MDA,2009,0.058
MDA,MDA,2010,-0.002
MDA,MDA,2011,0.026
MDA,MDA,2012,0.173
MDA,MDA,2013,0.149
MDA,MDA,2014,-0.008
MDA,MDA,2015,-0.078
MDA,MDA,2016,-0.048
MDA,MDA,2017,0.019
MDA,MDA,2018,-0.015
MDA,MDA,2019,-0.034
MDA,MDA,2020,0.066
MDA,MDA,2021,0.048
MDA,MDA,2022,0.123
MDA,MDA,2023,0.183
MDA,MDA,2024,0.203
MAR,MAR,1995,-0.492
MAR,MAR,1996,-0.553
MAR,MAR,1997,-0.476
MAR,MAR,1998,-0.494
MAR,MAR,1999,-0.455
MAR,MAR,2000,-0.511
MAR,MAR,2001,-0.501
MAR,MAR,2002,-0.457
MAR,MAR,2003,-0.421
MAR,MAR,2004,-0.362
MAR,MAR,2005,-0.289
MAR,MAR,2006,-0.318
MAR,MAR,2007,-0.35
MAR,MAR,2008,-0.327
MAR,MAR,2009,-0.307
MAR,MAR,2010,-0.353
MAR,MAR,2011,-0.428
MAR,MAR,2012,-0.301
MAR,MAR,2013,-0.327
MAR,MAR,2014,-0.321
MAR,MAR,2015,-0.432
MAR,MAR,2016,-0.402
MAR,MAR,2017,-0.334
MAR,MAR,2018,-0.349
MAR,MAR,2019,-0.397
MAR,MAR,2020,-0.278
MAR,MAR,2021,-0.316
MAR,MAR,2022,-0.386
MAR,MAR,2023,-0.203
MAR,MAR,2024,-0.05
MOZ,MOZ,1995,-1.535
MOZ,MOZ,1996,-1.651
MOZ,MOZ,1997,-0.991
MOZ,MOZ,1998,-1.637
MOZ,MOZ,1999,-1.416
MOZ,MOZ,2000,-0.929
MOZ,MOZ,2001,-1.677
MOZ,MOZ,2002,-1.547
MOZ,MOZ,2003,-1.355
MOZ,MOZ,2004,-0.971
MOZ,MOZ,2005,-1.754
MOZ,MOZ,2006,-1.431
MOZ,MOZ,2007,-1.29
MOZ,MOZ,2008,-1.186
MOZ,MOZ,2009,-0.926
MOZ,MOZ,2010,-1.687
MOZ,MOZ,2011,-1.285
MOZ,MOZ,2012,-1.506
MOZ,MOZ,2013,-1.308
MOZ,MOZ,2014,-1.306
MOZ,MOZ,2015,-1.25
MOZ,MOZ,2016,-1.458
MOZ,MOZ,2017,-1.579
MOZ,MOZ,2018,-1.477
MOZ,MOZ,2019,-1.533
MOZ,MOZ,2020,-1.547
MOZ,MOZ,2021,-1.491
MOZ,MOZ,2022,-1.57
MOZ,MOZ,2023,-1.648
MOZ,MOZ,2024,-1.227
OMN,OMN,1995,-0.121
OMN,OMN,1996,-0.146
OMN,OMN,1997,-0.048
OMN,OMN,1998,-0.056
OMN,OMN,1999,-0.056
OMN,OMN,2000,-0.36
OMN,OMN,2001,-0.116
OMN,OMN,2002,-0.139
OMN,OMN,2003,-0.352
OMN,OMN,2004,-0.302
OMN,OMN,2005,-0.107
OMN,OMN,2006,-0.311
OMN,OMN,2007,-0.208
OMN,OMN,2008,-0.265
OMN,OMN,2009,-0.313
OMN,OMN,2010,-0.31
OMN,OMN,2011,-0.312
OMN,OMN,2012,-0.352
OMN,OMN,2013,-0.35
OMN,OMN,2014,-0.273
OMN,OMN,2015,-0.323
OMN,OMN,2016,-0.314
OMN,OMN,2017,-0.143
OMN,OMN,2018,-0.166
OMN,OMN,2019,-0.075
OMN,OMN,2020,-0.055
OMN,OMN,2021,-0.202
OMN,OMN,2022,-0.145
OMN,OMN,2023,-0.27
OMN,OMN,2024,-0.546
NAM,NAM,2000,-0.36
NAM,NAM,2001,-0.408
NAM,NAM,2002,-0.066
NAM,NAM,2003,-0.057
NAM,NAM,2004,-0.228
NAM,NAM,2005,-0.274
NAM,NAM,2006,-0.308
NAM,NAM,2007,-0.296
NAM,NAM,2008,-0.012
NAM,NAM,2009,0.14
NAM,NAM,2010,-0.085
NAM,NAM,2011,-0.148
NAM,NAM,2012,0.006
NAM,NAM,2013,0.014
NAM,NAM,2014,-0.031
NAM,NAM,2015,-0.3
NAM,NAM,2016,-0.412
NAM,NAM,2017,-0.366
NAM,NAM,2018,-0.499
NAM,NAM,2019,-0.422
NAM,NAM,2020,-0.526
NAM,NAM,2021,-0.65
NAM,NAM,2022,-0.572
NAM,NAM,2023,-0.767
NAM,NAM,2024,-0.52
NPL,NPL,1995,-0.609
NPL,NPL,1996,-0.506
NPL,NPL,1997,-0.413
NPL,NPL,1998,-0.619
NPL,NPL,1999,-0.421
NPL,NPL,2000,-0.403
NPL,NPL,2001,-0.533
NPL,NPL,2002,-0.382
NPL,NPL,2003,-0.315
NPL,NPL,2004,-0.307
NPL,NPL,2005,-0.228
NPL,NPL,2006,-0.225
NPL,NPL,2007,-0.232
NPL,NPL,2008,-0.166
NPL,NPL,2009,-0.254
NPL,NPL,2010,-0.196
NPL,NPL,2011,-0.358
NPL,NPL,2012,-0.198
NPL,NPL,2013,-0.164
NPL,NPL,2014,-0.096
NPL,NPL,2015,-0.114
NPL,NPL,2016,-0.238
NPL,NPL,2017,-0.092
NPL,NPL,2018,-0.208
NPL,NPL,2019,-0.187
NPL,NPL,2020,-0.232
NPL,NPL,2021,-0.364
NPL,NPL,2022,-0.193
NPL,NPL,2023,-0.116
NPL,NPL,2024,-0.102
NLD,NLD,1995,1.055
NLD,NLD,1996,1.04
NLD,NLD,1997,1.02
NLD,NLD,1998,0.996
NLD,NLD,1999,1.038
NLD,NLD,2000,1.077
NLD,NLD,2001,1.086
NLD,NLD,2002,1.076
NLD,NLD,2003,1.078
NLD,NLD,2004,1.03
NLD,NLD,2005,1.002
NLD,NLD,2006,1.011
NLD,NLD,2007,1.002
NLD,NLD,2008,1.0
NLD,NLD,2009,1.004
NLD,NLD,2010,1.061
NLD,NLD,2011,1.05
NLD,NLD,2012,1.022
NLD,NLD,2013,1.039
NLD,NLD,2014,1.03
NLD,NLD,2015,1.047
NLD,NLD,2016,1.022
NLD,NLD,2017,0.995
NLD,NLD,2018,1.01
NLD,NLD,2019,1.007
NLD,NLD,2020,1.002
NLD,NLD,2021,1.01
NLD,NLD,2022,0.999
NLD,NLD,2023,0.993
NLD,NLD,2024,0.948
NZL,NZL,1995,0.666
NZL,NZL,1996,0.609
NZL,NZL,1997,0.625
NZL,NZL,1998,0.657
NZL,NZL,1999,0.634
NZL,NZL,2000,0.623
NZL,NZL,2001,0.61
NZL,NZL,2002,0.604
NZL,NZL,2003,0.615
NZL,NZL,2004,0.597
NZL,NZL,2005,0.623
NZL,NZL,2006,0.64
NZL,NZL,2007,0.58
NZL,NZL,2008,0.62
NZL,NZL,2009,0.54
NZL,NZL,2010,0.532
NZL,NZL,2011,0.565
NZL,NZL,2012,0.577
NZL,NZL,2013,0.557
NZL,NZL,2014,0.529
NZL,NZL,2015,0.504
NZL,NZL,2016,0.477
NZL,NZL,2017,0.484
NZL,NZL,2018,0.46
NZL,NZL,2019,0.472
NZL,NZL,2020,0.429
NZL,NZL,2021,0.439
NZL,NZL,2022,0.485
NZL,NZL,2023,0.473
NZL,NZL,2024,0.523
NIC,NIC,1995,-0.495
NIC,NIC,1996,-0.968
NIC,NIC,1997,-0.924
NIC,NIC,1998,-0.95
NIC,NIC,1999,-0.705
NIC,NIC,2000,-0.877
NIC,NIC,2001,-0.797
NIC,NIC,2002,-1.091
NIC,NIC,2003,-0.95
NIC,NIC,2004,-1.049
NIC,NIC,2005,-1.022
NIC,NIC,2006,-0.902
NIC,NIC,2007,-0.993
NIC,NIC,2008,-1.061
NIC,NIC,2009,-1.09
NIC,NIC,2010,-1.058
NIC,NIC,2011,-1.191
NIC,NIC,2012,-1.088
NIC,NIC,2013,-1.065
NIC,NIC,2014,-1.041
NIC,NIC,2015,-1.28
NIC,NIC,2016,-1.197
NIC,NIC,2017,-1.108
NIC,NIC,2018,-1.017
NIC,NIC,2019,-1.176
NIC,NIC,2020,-1.098
NIC,NIC,2021,-1.107
NIC,NIC,2022,-1.162
NIC,NIC,2023,-1.11
NIC,NIC,2024,-0.891
NER,NER,1995,-0.803
NER,NER,1996,-0.673
NER,NER,1997,-0.449
NER,NER,1998,-0.742
NER,NER,1999,-0.631
NER,NER,2000,-0.491
NER,NER,2001,-0.403
NER,NER,2002,-0.458
NER,NER,2003,-0.589
NER,NER,2004,-0.773
NER,NER,2005,-0.212
NER,NER,2006,-0.052
NER,NER,2007,-0.151
NER,NER,2008,-0.46
NER,NER,2009,-0.987
NER,NER,2010,-0.527
NER,NER,2011,-1.015
NER,NER,2012,-1.215
NER,NER,2013,-1.455
NER,NER,2014,-0.906
NER,NER,2015,-1.308
NER,NER,2016,-0.675
NER,NER,2017,-0.699
NER,NER,2018,-0.569
NER,NER,2019,-0.705
NER,NER,2020,-0.764
NER,NER,2021,-0.94
NER,NER,2022,-0.399
NER,NER,2023,-1.02
NER,NER,2024,-0.835
NGA,NGA,1995,-2.447
NGA,NGA,1996,-1.623
NGA,NGA,1997,-2.124
NGA,NGA,1998,-1.843
NGA,NGA,1999,-2.048
NGA,NGA,2000,-2.464
NGA,NGA,2001,-2.457
NGA,NGA,2002,-1.976
NGA,NGA,2003,-1.962
NGA,NGA,2004,-2.901
NGA,NGA,2005,-2.807
NGA,NGA,2006,-2.291
NGA,NGA,2007,-1.763
NGA,NGA,2008,-1.807
NGA,NGA,2009,-1.65
NGA,NGA,2010,-1.896
NGA,NGA,2011,-1.78
NGA,NGA,2012,-2.311
NGA,NGA,2013,-1.987
NGA,NGA,2014,-1.584
NGA,NGA,2015,-1.7
NGA,NGA,2016,-2.106
NGA,NGA,2017,-2.266
NGA,NGA,2018,-2.198
NGA,NGA,2019,-1.989
NGA,NGA,2020,-2.054
NGA,NGA,2021,-2.05
NGA,NGA,2022,-2.4
NGA,NGA,2023,-2.297
NGA,NGA,2024,-2.281
NOR,NOR,1995,1.244
NOR,NOR,1996,1.251
NOR,NOR,1997,1.203
NOR,NOR,1998,1.236
NOR,NOR,1999,1.213
NOR,NOR,2000,1.283
NOR,NOR,2001,1.233
NOR,NOR,2002,1.265
NOR,NOR,2003,1.282
NOR,NOR,2004,1.253
NOR,NOR,2005,1.187
NOR,NOR,2006,1.156
NOR,NOR,2007,1.139
NOR,NOR,2008,1.128
NOR,NOR,2009,1.151
NOR,NOR,2010,1.105
NOR,NOR,2011,1.182
NOR,NOR,2012,1.004
NOR,NOR,2013,0.995
NOR,NOR,2014,1.007
NOR,NOR,2015,1.054
NOR,NOR,2016,1.01
NOR,NOR,2017,0.937
NOR,NOR,2018,0.922
NOR,NOR,2019,0.962
NOR,NOR,2020,0.97
NOR,NOR,2021,0.854
NOR,NOR,2022,0.786
NOR,NOR,2023,0.732
NOR,NOR,2024,0.726
PAK,PAK,1995,-0.564
PAK,PAK,1996,-0.594
PAK,PAK,1997,-0.467
PAK,PAK,1998,-0.525
PAK,PAK,1999,-0.495
PAK,PAK,2000,-0.52
PAK,PAK,2001,-0.443
PAK,PAK,2002,-0.464
PAK,PAK,2003,-0.482
PAK,PAK,2004,-0.44
PAK,PAK,2005,-0.318
PAK,PAK,2006,-0.287
PAK,PAK,2007,-0.354
PAK,PAK,2008,-0.27
PAK,PAK,2009,-0.41
PAK,PAK,2010,-0.504
PAK,PAK,2011,-0.613
PAK,PAK,2012,-0.478
PAK,PAK,2013,-0.512
PAK,PAK,2014,-0.436
PAK,PAK,2015,-0.479
PAK,PAK,2016,-0.49
PAK,PAK,2017,-0.454
PAK,PAK,2018,-0.445
PAK,PAK,2019,-0.498
PAK,PAK,2020,-0.43
PAK,PAK,2021,-0.423
PAK,PAK,2022,-0.402
PAK,PAK,2023,-0.391
PAK,PAK,2024,-0.233
PAN,PAN,1995,0.397
PAN,PAN,1996,0.296
PAN,PAN,1997,0.286
PAN,PAN,1998,0.352
PAN,PAN,1999,0.477
PAN,PAN,2000,0.383
PAN,PAN,2001,0.411
PAN,PAN,2002,0.396
PAN,PAN,2003,0.24
PAN,PAN,2004,0.326
PAN,PAN,2005,0.299
PAN,PAN,2006,0.512
PAN,PAN,2007,0.538
PAN,PAN,2008,0.641
PAN,PAN,2009,0.686
PAN,PAN,2010,0.688
PAN,PAN,2011,0.783
PAN,PAN,2012,0.789
PAN,PAN,2013,0.801
PAN,PAN,2014,0.762
PAN,PAN,2015,0.787
PAN,PAN,2016,0.763
PAN,PAN,2017,0.733
PAN,PAN,2018,0.706
PAN,PAN,2019,0.718
PAN,PAN,2020,0.752
PAN,PAN,2021,0.187
PAN,PAN,2022,0.149
PAN,PAN,2023,0.133
PAN,PAN,2024,0.361
PNG,PNG,1995,-2.89
PNG,PNG,1996,-2.735
PNG,PNG,1997,-2.812
PNG,PNG,1998,-1.74
PNG,PNG,1999,-2.839
PNG,PNG,2000,-1.691
PNG,PNG,2001,-1.753
PNG,PNG,2002,-1.293
PNG,PNG,2003,-1.379
PNG,PNG,2004,-1.536
PNG,PNG,2005,-2.589
PNG,PNG,2006,-2.56
PNG,PNG,2007,-2.677
PNG,PNG,2008,-2.517
PNG,PNG,2009,-2.383
PNG,PNG,2010,-2.235
PNG,PNG,2011,-1.426
PNG,PNG,2012,-1.052
PNG,PNG,2013,-1.995
PNG,PNG,2014,-2.227
PNG,PNG,2015,-2.559
PNG,PNG,2016,-2.576
PNG,PNG,2017,-2.681
PNG,PNG,2018,-2.398
PNG,PNG,2019,-1.514
PNG,PNG,2020,-1.842
PNG,PNG,2021,-1.889
PNG,PNG,2022,-1.651
PNG,PNG,2023,-1.637
PNG,PNG,2024,-2.137
PRY,PRY,1995,-0.561
PRY,PRY,1996,-0.797
PRY,PRY,1997,-0.713
PRY,PRY,1998,-0.665
PRY,PRY,1999,-0.762
PRY,PRY,2000,-1.103
PRY,PRY,2001,-1.004
PRY,PRY,2002,-1.155
PRY,PRY,2003,-1.143
PRY,PRY,2004,-1.035
PRY,PRY,2005,-0.868
PRY,PRY,2006,-0.828
PRY,PRY,2007,-0.836
PRY,PRY,2008,-0.76
PRY,PRY,2009,-0.866
PRY,PRY,2010,-0.814
PRY,PRY,2011,-0.795
PRY,PRY,2012,-0.631
PRY,PRY,2013,-0.619
PRY,PRY,2014,-0.683
PRY,PRY,2015,-0.607
PRY,PRY,2016,-0.78
PRY,PRY,2017,-0.609
PRY,PRY,2018,-0.67
PRY,PRY,2019,-0.698
PRY,PRY,2020,-0.619
PRY,PRY,2021,-0.565
PRY,PRY,2022,-0.574
PRY,PRY,2023,-0.535
PRY,PRY,2024,-0.278
PER,PER,1995,-0.405
PER,PER,1996,-0.417
PER,PER,1997,-0.43
PER,PER,1998,-0.296
PER,PER,1999,-0.268
PER,PER,2000,-0.304
PER,PER,2001,-0.209
PER,PER,2002,-0.482
PER,PER,2003,-0.442
PER,PER,2004,-0.497
PER,PER,2005,-0.448
PER,PER,2006,-0.547
PER,PER,2007,-0.618
PER,PER,2008,-0.491
PER,PER,2009,-0.539
PER,PER,2010,-0.527
PER,PER,2011,-0.525
PER,PER,2012,-0.486
PER,PER,2013,-0.485
PER,PER,2014,-0.47
PER,PER,2015,-0.556
PER,PER,2016,-0.707
PER,PER,2017,-0.642
PER,PER,2018,-0.684
PER,PER,2019,-0.68
PER,PER,2020,-0.73
PER,PER,2021,-0.714
PER,PER,2022,-0.715
PER,PER,2023,-0.715
PER,PER,2024,-0.584
PHL,PHL,1995,0.128
PHL,PHL,1996,0.017
PHL,PHL,1997,0.027
PHL,PHL,1998,0.015
PHL,PHL,1999,0.112
PHL,PHL,2000,0.2
PHL,PHL,2001,0.254
PHL,PHL,2002,0.296
PHL,PHL,2003,0.207
PHL,PHL,2004,0.272
PHL,PHL,2005,0.269
PHL,PHL,2006,0.326
PHL,PHL,2007,0.362
PHL,PHL,2008,0.342
PHL,PHL,2009,0.423
PHL,PHL,2010,0.5
PHL,PHL,2011,0.424
PHL,PHL,2012,0.639
PHL,PHL,2013,0.576
PHL,PHL,2014,0.586
PHL,PHL,2015,0.579
PHL,PHL,2016,0.628
PHL,PHL,2017,0.731
PHL,PHL,2018,0.715
PHL,PHL,2019,0.732
PHL,PHL,2020,0.702
PHL,PHL,2021,0.803
PHL,PHL,2022,0.795
PHL,PHL,2023,0.757
PHL,PHL,2024,0.739
POL,POL,1995,0.887
POL,POL,1996,0.89
POL,POL,1997,0.854
POL,POL,1998,0.888
POL,POL,1999,0.88
POL,POL,2000,0.939
POL,POL,2001,0.951
POL,POL,2002,0.959
POL,POL,2003,0.982
POL,POL,2004,1.001
POL,POL,2005,0.934
POL,POL,2006,0.977
POL,POL,2007,0.988
POL,POL,2008,1.0
POL,POL,2009,0.984
POL,POL,2010,1.049
POL,POL,2011,1.092
POL,POL,2012,1.076
POL,POL,2013,1.086
POL,POL,2014,1.095
POL,POL,2015,1.127
POL,POL,2016,1.107
POL,POL,2017,1.097
POL,POL,2018,1.093
POL,POL,2019,1.06
POL,POL,2020,1.047
POL,POL,2021,1.051
POL,POL,2022,1.03
POL,POL,2023,1.025
POL,POL,2024,0.982
PRT,PRT,1995,0.621
PRT,PRT,1996,0.6
PRT,PRT,1997,0.618
PRT,PRT,1998,0.598
PRT,PRT,1999,0.639
PRT,PRT,2000,0.668
PRT,PRT,2001,0.668
PRT,PRT,2002,0.67
PRT,PRT,2003,0.659
PRT,PRT,2004,0.645
PRT,PRT,2005,0.649
PRT,PRT,2006,0.642
PRT,PRT,2007,0.679
PRT,PRT,2008,0.704
PRT,PRT,2009,0.689
PRT,PRT,2010,0.707
PRT,PRT,2011,0.696
PRT,PRT,2012,0.752
PRT,PRT,2013,0.739
PRT,PRT,2014,0.729
PRT,PRT,2015,0.73
PRT,PRT,2016,0.702
PRT,PRT,2017,0.712
PRT,PRT,2018,0.746
PRT,PRT,2019,0.72
PRT,PRT,2020,0.727
PRT,PRT,2021,0.708
PRT,PRT,2022,0.683
PRT,PRT,2023,0.698
PRT,PRT,2024,0.713
QAT,QAT,1995,0.4
QAT,QAT,1996,0.332
QAT,QAT,1997,-0.117
QAT,QAT,1998,0.347
QAT,QAT,1999,0.343
QAT,QAT,2000,-0.042
QAT,QAT,2001,-0.553
QAT,QAT,2002,0.103
QAT,QAT,2003,-0.118
QAT,QAT,2004,0.244
QAT,QAT,2005,0.398
QAT,QAT,2006,0.311
QAT,QAT,2007,0.586
QAT,QAT,2008,0.031
QAT,QAT,2009,0.514
QAT,QAT,2010,0.036
QAT,QAT,2011,-0.005
QAT,QAT,2012,-0.248
QAT,QAT,2013,-0.106
QAT,QAT,2014,-0.279
QAT,QAT,2015,-0.163
QAT,QAT,2016,-0.066
QAT,QAT,2017,-0.251
QAT,QAT,2018,0.06
QAT,QAT,2019,0.104
QAT,QAT,2020,0.348
QAT,QAT,2021,0.001
QAT,QAT,2022,0.308
QAT,QAT,2023,-0.131
QAT,QAT,2024,0.083
ROU,ROU,1995,0.779
ROU,ROU,1996,0.83
ROU,ROU,1997,0.732
ROU,ROU,1998,0.596
ROU,ROU,1999,0.538
ROU,ROU,2000,0.575
ROU,ROU,2001,0.576
ROU,ROU,2002,0.595
ROU,ROU,2003,0.638
ROU,ROU,2004,0.661
ROU,ROU,2005,0.634
ROU,ROU,2006,0.693
ROU,ROU,2007,0.762
ROU,ROU,2008,0.803
ROU,ROU,2009,0.81
ROU,ROU,2010,0.797
ROU,ROU,2011,0.781
ROU,ROU,2012,0.842
ROU,ROU,2013,0.847
ROU,ROU,2014,0.881
ROU,ROU,2015,0.917
ROU,ROU,2016,0.993
ROU,ROU,2017,0.97
ROU,ROU,2018,1.006
ROU,ROU,2019,1.02
ROU,ROU,2020,1.004
ROU,ROU,2021,1.031
ROU,ROU,2022,1.019
ROU,ROU,2023,1.023
ROU,ROU,2024,0.993
RUS,RUS,1995,0.774
RUS,RUS,1996,1.143
RUS,RUS,1997,1.087
RUS,RUS,1998,1.104
RUS,RUS,1999,1.135
RUS,RUS,2000,1.23
RUS,RUS,2001,1.169
RUS,RUS,2002,1.253
RUS,RUS,2003,1.248
RUS,RUS,2004,1.168
RUS,RUS,2005,1.108
RUS,RUS,2006,1.058
RUS,RUS,2007,1.012
RUS,RUS,2008,0.998
RUS,RUS,2009,1.007
RUS,RUS,2010,0.967
RUS,RUS,2011,1.034
RUS,RUS,2012,0.859
RUS,RUS,2013,0.823
RUS,RUS,2014,0.796
RUS,RUS,2015,0.769
RUS,RUS,2016,0.766
RUS,RUS,2017,0.729
RUS,RUS,2018,0.7
RUS,RUS,2019,0.719
RUS,RUS,2020,0.754
RUS,RUS,2021,0.686
RUS,RUS,2022,0.417
RUS,RUS,2023,0.239
RUS,RUS,2024,0.243
RWA,RWA,1995,-0.502
RWA,RWA,1996,-0.224
RWA,RWA,1997,-0.726
RWA,RWA,1998,-0.645
RWA,RWA,1999,-0.97
RWA,RWA,2000,-0.636
RWA,RWA,2001,-1.5
RWA,RWA,2002,-0.759
RWA,RWA,2003,-1.159
RWA,RWA,2004,-1.43
RWA,RWA,2005,-0.52
RWA,RWA,2006,-0.512
RWA,RWA,2007,-0.707
RWA,RWA,2008,-1.072
RWA,RWA,2009,-0.58
RWA,RWA,2010,-0.793
RWA,RWA,2011,-0.857
RWA,RWA,2012,-0.966
RWA,RWA,2013,-0.751
RWA,RWA,2014,-0.794
RWA,RWA,2015,-0.752
RWA,RWA,2016,-0.775
RWA,RWA,2017,-0.813
RWA,RWA,2018,-0.599
RWA,RWA,2019,-0.657
RWA,RWA,2020,-0.583
RWA,RWA,2021,-0.621
RWA,RWA,2022,-0.641
RWA,RWA,2023,-1.035
RWA,RWA,2024,-1.098
SAU,SAU,1995,0.679
SAU,SAU,1996,0.615
SAU,SAU,1997,0.596
SAU,SAU,1998,0.724
SAU,SAU,1999,0.587
SAU,SAU,2000,0.703
SAU,SAU,2001,0.681
SAU,SAU,2002,0.594
SAU,SAU,2003,0.568
SAU,SAU,2004,0.678
SAU,SAU,2005,0.716
SAU,SAU,2006,0.575
SAU,SAU,2007,0.589
SAU,SAU,2008,0.421
SAU,SAU,2009,0.503
SAU,SAU,2010,0.551
SAU,SAU,2011,0.582
SAU,SAU,2012,0.472
SAU,SAU,2013,0.593
SAU,SAU,2014,0.566
SAU,SAU,2015,0.584
SAU,SAU,2016,0.544
SAU,SAU,2017,0.549
SAU,SAU,2018,0.651
SAU,SAU,2019,0.658
SAU,SAU,2020,0.652
SAU,SAU,2021,0.643
SAU,SAU,2022,0.573
SAU,SAU,2023,0.485
SAU,SAU,2024,0.538
SEN,SEN,1995,0.354
SEN,SEN,1996,-0.428
SEN,SEN,1997,-0.298
SEN,SEN,1998,-0.407
SEN,SEN,1999,-0.443
SEN,SEN,2000,-0.191
SEN,SEN,2001,-0.336
SEN,SEN,2002,-0.346
SEN,SEN,2003,-0.218
SEN,SEN,2004,-0.303
SEN,SEN,2005,-0.154
SEN,SEN,2006,-0.218
SEN,SEN,2007,-0.149
SEN,SEN,2008,-0.459
SEN,SEN,2009,-0.508
SEN,SEN,2010,-0.46
SEN,SEN,2011,-0.688
SEN,SEN,2012,-0.418
SEN,SEN,2013,-0.542
SEN,SEN,2014,-0.573
SEN,SEN,2015,-0.781
SEN,SEN,2016,-0.725
SEN,SEN,2017,-0.692
SEN,SEN,2018,-0.758
SEN,SEN,2019,-0.785
SEN,SEN,2020,-0.649
SEN,SEN,2021,-0.703
SEN,SEN,2022,-0.693
SEN,SEN,2023,-0.786
SEN,SEN,2024,-0.507
SRB,SRB,2006,0.609
SRB,SRB,2007,0.642
SRB,SRB,2008,0.679
SRB,SRB,2009,0.63
SRB,SRB,2010,0.656
SRB,SRB,2011,0.6
SRB,SRB,2012,0.705
SRB,SRB,2013,0.641
SRB,SRB,2014,0.676
SRB,SRB,2015,0.631
SRB,SRB,2016,0.639
SRB,SRB,2017,0.664
SRB,SRB,2018,0.71
SRB,SRB,2019,0.69
SRB,SRB,2020,0.703
SRB,SRB,2021,0.733
SRB,SRB,2022,0.757
SRB,SRB,2023,0.775
SRB,SRB,2024,0.763
SGP,SGP,1995,0.922
SGP,SGP,1996,0.956
SGP,SGP,1997,0.952
SGP,SGP,1998,0.93
SGP,SGP,1999,1.006
SGP,SGP,2000,1.13
SGP,SGP,2001,1.146
SGP,SGP,2002,1.199
SGP,SGP,2003,1.282
SGP,SGP,2004,1.298
SGP,SGP,2005,1.232
SGP,SGP,2006,1.233
SGP,SGP,2007,1.321
SGP,SGP,2008,1.301
SGP,SGP,2009,1.42
SGP,SGP,2010,1.471
SGP,SGP,2011,1.493
SGP,SGP,2012,1.452
SGP,SGP,2013,1.483
SGP,SGP,2014,1.465
SGP,SGP,2015,1.564
SGP,SGP,2016,1.603
SGP,SGP,2017,1.571
SGP,SGP,2018,1.631
