iso3,country,year,GovEff,RuleLaw,RegQual,CtrlCorr,PolStab,GDPpcPPP,ResRents,ODA,RD
GTM,Guatemala,1996,32.9658951,38.443634,46.643546,32.1112595,41.5743537,4143.14829389051,1.38934546996865,1.18381844334445,
GTM,Guatemala,2004,34.0418125,41.5842466,49.1243242,35.8246135,49.8931273,5263.446549119,1.45629547212597,1.00792204085786,0.03556
GTM,Guatemala,2012,37.8801126,40.422741,47.5254586,32.2842052,53.6642168,7258.31667467883,2.18105907544831,0.627740125789485,0.04543
GTM,Guatemala,2018,36.4630344,40.0835439,48.700401,28.1792179,54.2170508,9946.80252245268,1.19385178218072,0.556086476225846,0.02938
GTM,Guatemala,2024,33.6586778,40.4032981,49.9827169,28.6604826,62.3112389,14368.6605681815,,0.43638392080902,0.00609
GUM,Guam,2004,56.5770312,68.4764662,60.9274094,54.3994884,71.3897389,,0.0,,0.25518
GUM,Guam,2012,45.8874323,74.9156409,63.7784327,65.1936875,79.0912449,,0.0,,
GUM,Guam,2018,66.2771005,81.3040491,53.6961704,71.6026897,81.8976066,,0.0,,
GUM,Guam,2024,76.0226009,74.772169,61.0412254,71.6636167,82.8521298,,,,
GUY,Guyana,1996,46.4967223,56.4684363,45.4873021,46.0805497,57.8253288,5209.99477155294,29.7871121101737,13.5930223234281,
GUY,Guyana,2004,50.9954774,49.2314113,48.1187889,42.4313957,56.60738,6672.82299438544,21.1992807952769,13.40577811739,
GUY,Guyana,2012,50.9595021,47.0717434,45.0077973,34.1575875,57.743209,10626.8256674463,16.5328031367272,2.81183233058028,
GUY,Guyana,2018,49.6879293,49.9038885,47.5344956,40.4081693,65.1928502,12442.5087185876,6.60863781746129,2.22195097477101,
GUY,Guyana,2024,49.4302941,51.212513,47.8053366,40.8333306,69.5925307,80155.03939277,,1.03606001670447,
HKG,"Hong Kong SAR, China",1996,82.37553,74.3669688,76.4809226,76.0730407,78.4690988,25098.1950233633,0.00147708433810758,0.00833658476899171,0.4283
HKG,"Hong Kong SAR, China",2004,80.7624735,81.6423857,87.6334572,81.7688952,83.5372301,34532.2491577194,0.00102021918538856,,0.72176
HKG,"Hong Kong SAR, China",2012,87.9288685,81.7140408,86.3935838,80.848045,81.9298737,52149.6812694206,0.00233967746770346,,0.72733
HKG,"Hong Kong SAR, China",2018,89.0713485,82.4414821,89.7837169,82.5743402,78.9065466,60900.2752924537,0.00106133601917033,,0.8633
HKG,"Hong Kong SAR, China",2024,83.1791513,72.8154308,82.3038683,79.6777038,76.6745657,75195.9865970615,,,1.12597
HND,Honduras,1996,28.3933558,40.8861254,39.231811,25.5466201,55.4256168,1617.38460343469,1.96802150042667,5.25881909639313,
HND,Honduras,2004,36.8495679,42.8684267,45.9841303,27.8174511,55.3012132,3001.29671320439,1.17065229457115,6.41270311769477,0.04155
HND,Honduras,2012,37.9599323,36.4162734,48.8616133,25.6796455,57.1544917,4016.34609101801,1.63060548730794,3.28283002323091,
HND,Honduras,2018,41.0906042,38.14234,47.3012994,28.2290627,51.1298505,5633.3832384519,1.07184110988038,2.99904399429131,0.06394
HND,Honduras,2024,39.2915482,36.7110928,44.9578114,22.6603858,56.2064218,7486.01869616445,,1.734300280415,
HPC,Heavily indebted poor countries (HIPC),1996,,,,,,1183.95263695291,10.7710905971185,10.3288420726093,
HPC,Heavily indebted poor countries (HIPC),2004,,,,,,1542.63917263365,9.27245068030099,10.9616935276034,
HPC,Heavily indebted poor countries (HIPC),2012,,,,,,2107.54135555838,11.8850768249789,7.41322597432239,
HPC,Heavily indebted poor countries (HIPC),2018,,,,,,2694.07640998235,7.85340300252182,5.32976868740695,
HPC,Heavily indebted poor countries (HIPC),2024,,,,,,3611.76258813976,,,
HRV,Croatia,1996,44.8229208,45.3489916,50.0828323,33.1265627,62.5411795,8805.63673873266,0.846736297291088,,
HRV,Croatia,2004,58.5218182,59.5851071,60.804878,53.2424661,75.9652881,14686.110676691,0.662508301948664,0.291061447787935,1.02048
HRV,Croatia,2012,59.1426463,61.5719296,58.1187954,49.7671768,77.2554101,21618.825625842,1.2944420673614,0.264273056375812,0.73545
HRV,Croatia,2018,60.9216088,61.3604135,61.1018571,48.3592182,79.0287809,29789.1305400916,0.773060031000923,,0.94608
HRV,Croatia,2024,65.1411148,63.4614669,59.3714688,50.8643651,75.8257878,49550.7921506017,,,1.38621
HTI,Haiti,1996,25.0165964,32.962309,32.2496533,28.3091868,48.7767336,2069.61454132124,0.942847807917707,11.3377474392856,
HTI,Haiti,2004,14.4282056,28.380985,30.8461814,19.5698435,34.0065369,2322.19786798691,0.415056574952732,4.61008926957598,
HTI,Haiti,2012,20.2365991,33.2761927,35.5313894,20.451917,46.7528476,2830.19080559709,0.493447395435744,9.25163996919454,
HTI,Haiti,2018,17.2801048,36.802862,35.2778701,18.7555731,52.79648,3196.97386370614,0.44034486815939,6.18150331039339,
HTI,Haiti,2024,12.147424,29.3691461,31.7826473,16.6757919,45.3741882,3193.67136419915,,5.42767629221563,
HUN,Hungary,1996,67.1599252,71.8662295,61.862847,66.2955982,83.6607916,9387.57595434635,0.755257320956188,,0.62791
HUN,Hungary,2004,66.8232636,71.4069103,74.0330924,60.1875269,79.7547762,16250.6523854316,0.449426242668097,,0.86077
HUN,Hungary,2012,59.7453351,66.7079804,66.9704547,55.6152152,78.0597041,23205.310668404,0.61841992081818,,1.25758
HUN,Hungary,2018,63.5105529,62.8108111,61.8347171,50.6715848,77.1961301,32258.2577892511,0.347622949150536,,1.50196
HUN,Hungary,2024,61.0995877,60.2749551,60.146918,48.6530989,73.3475875,48552.4708092529,,,1.37748
IBD,IBRD only,1996,,,,,,3807.8313572296,4.57361939948596,0.374189853315124,
IBD,IBRD only,2004,,,,,,5797.01041028498,6.85177843280048,0.298368393461381,0.791452965680231
IBD,IBRD only,2012,,,,,,10711.6274942837,7.23289614356411,0.118474188663156,1.17515544727966
IBD,IBRD only,2018,,,,,,13717.0427142915,4.09584169570653,0.0940525213035286,1.38897622862089
IBD,IBRD only,2024,,,,,,21125.5295962749,,,1.87406846206261
IBT,IDA & IBRD total,1996,,,,,,3345.21241049585,5.2601512687344,0.688226211982652,
IBT,IDA & IBRD total,2004,,,,,,4978.66222457708,7.00527567113276,0.649617083806939,0.782519566968283
IBT,IDA & IBRD total,2012,,,,,,8874.52148895672,7.41074007635681,0.341024139266661,1.17062081783899
IBT,IDA & IBRD total,2018,,,,,,11229.9611036069,4.20794632636995,0.333484156050843,1.37688671002638
IBT,IDA & IBRD total,2024,,,,,,16789.1368628921,,,1.83590612524276
IDA,IDA total,1996,,,,,,1645.06910123607,12.155353725429,4.36418059963189,
IDA,IDA total,2004,,,,,,2252.49125475365,8.74695488247632,4.37257325924998,
IDA,IDA total,2012,,,,,,3356.23243740909,9.80369472646145,3.34473452361544,
IDA,IDA total,2018,,,,,,4252.99729813069,5.63568609877712,3.38058101226323,
IDA,IDA total,2024,,,,,,5710.14462861054,,,
IDB,IDA blend,1996,,,,,,2577.49039971748,14.4603957047395,,
IDB,IDA blend,2004,,,,,,3396.35606373847,9.43757432368817,,
IDB,IDA blend,2012,,,,,,4882.99438954339,11.0480406650875,1.05856108044831,
IDB,IDA blend,2018,,,,,,5808.87282952887,6.71877434554955,1.05513133200683,0.239452283528228
IDB,IDA blend,2024,,,,,,7631.62285195617,,,
IDN,Indonesia,1996,46.363558,47.9494566,53.8127039,30.9800552,43.8598394,4807.0926728128,6.42800323693652,0.478121385968773,
IDN,Indonesia,2004,36.5108219,43.7127993,46.9476063,24.2889306,37.5932613,5700.04949535761,9.12075209301056,0.0398137978902738,
IDN,Indonesia,2012,46.3417399,50.3345898,52.0354682,32.2195861,55.6578565,9530.29071136718,5.94561486320563,0.00773674381148415,0.0847
IDN,Indonesia,2018,56.2687851,53.183197,56.0213415,41.0105675,56.6224801,11372.0971987612,4.21663374449654,0.0952018789066375,0.22632
IDN,Indonesia,2024,54.8365911,53.4090118,56.8298066,36.8309801,55.4895207,16448.2755179559,,0.0865279546474839,
IDX,IDA only,1996,,,,,,1149.12007189606,8.60883968446792,7.53736687119483,
IDX,IDA only,2004,,,,,,1636.85503488076,8.03196003355674,7.89163888606948,
IDX,IDA only,2012,,,,,,2519.69755296072,8.44847535703617,5.69601271005666,
IDX,IDA only,2018,,,,,,3414.26345136,4.67388744522673,5.38903624459799,
IDX,IDA only,2024,,,,,,4697.56142203104,,,
IMN,Isle of Man,1996,,,,,,,0.0,,
IMN,Isle of Man,2004,,,,,,,0.0,,
IMN,Isle of Man,2012,,,,,,,0.0,,
IMN,Isle of Man,2018,,,,,,,0.0,,
IND,India,1996,46.5810646,60.7249582,44.7906248,42.5028747,49.3996415,1694.73980804852,2.48487036956728,0.489232998546235,0.63905
IND,India,2004,47.5436428,57.9545737,51.6335131,40.0015088,48.2325224,2681.86116841254,3.16931675641458,0.110528732711407,0.7569
IND,India,2012,49.6146448,54.7121529,48.9627586,37.6735825,46.1265951,4819.64288218731,4.02383769335832,0.0931164294000045,0.74399
IND,India,2018,61.0922301,57.3146728,52.4093503,43.6453089,54.3030106,6714.96639877754,2.25531632110711,0.0920717165660618,0.66001
IND,India,2024,59.2076282,56.2895569,53.3476378,41.8767696,52.4723123,11159.9856476091,,0.0662234066482821,
IRL,Ireland,1996,79.7981474,82.9984893,75.9953032,86.0090959,89.6978596,20481.5733736688,0.126237068936823,,1.27156
IRL,Ireland,2004,77.2149276,82.8328432,82.316875,72.824659,83.9944943,38729.2468204554,0.0549131558913933,,1.17778
IRL,Ireland,2012,78.0174096,83.2563797,78.8655172,76.2653231,82.0433844,46726.2157665366,0.058557220023201,,1.5455
IRL,Ireland,2018,79.6806257,83.264658,80.8634503,79.2975839,82.7292175,86299.3420216976,0.126075695067046,,1.08244
IRL,Ireland,2024,82.6755532,84.3524795,83.1635984,79.686442,78.0218154,133437.470117019,,,1.58829
IRN,"Iran, Islamic Rep.",1996,46.0878787,40.2832173,28.4233237,38.9663992,62.3500944,9915.58939391696,20.9894625885333,0.13725036413033,
IRN,"Iran, Islamic Rep.",2004,38.3297906,40.47533,35.3940235,34.7800046,54.57709,14425.4169992792,27.2443648124195,0.100638782779816,0.50453
IRN,"Iran, Islamic Rep.",2012,40.9877064,40.0291598,35.1684023,27.964686,44.3202176,17021.3716792921,21.1187189284557,0.0234160110952402,0.29435
IRN,"Iran, Islamic Rep.",2018,46.0373048,40.287143,34.4704144,28.7856927,49.3491312,15324.0674634637,34.2395948033408,0.0402166094506368,0.78829
IRN,"Iran, Islamic Rep.",2024,37.6106029,35.7129133,31.0266001,24.6329658,38.8851649,19873.8860853805,,0.0527234599960228,
IRQ,Iraq,1996,15.8659159,29.1245734,22.91357,15.0390594,40.9564746,5034.47628349469,36.4781663325503,3.35327572731876,
IRQ,Iraq,2004,20.4960932,26.7331325,29.9496439,24.4277936,17.3429113,9289.7422464959,64.7757532260062,12.6774354242129,
IRQ,Iraq,2012,29.624732,31.9528014,38.8694626,22.1909461,32.1338725,14402.0340893955,49.8510176490635,0.593843342065073,0.03476
IRQ,Iraq,2018,30.4485245,32.3181279,36.5493163,17.962609,28.7944333,12034.4011214944,46.1477869076682,1.01971245441517,0.04279
IRQ,Iraq,2024,29.9154103,33.5897975,38.6096174,23.4634646,30.6332522,14464.3186928173,,0.743907468076095,
ISL,Iceland,1996,76.5657424,84.1153556,66.1377616,84.296743,91.2341207,24776.2989322945,0.0,,1.79808
ISL,Iceland,2004,89.4625486,88.4221723,83.1028879,87.4240034,86.3989294,35612.4400297798,0.0,,2.67969
ISL,Iceland,2012,79.9801881,86.0691989,73.5464085,84.7818536,86.9333837,42004.4476110597,0.000359195529289947,,1.69237
ISL,Iceland,2018,82.1325789,86.9248531,77.578298,86.0467269,88.0295612,57197.7676247175,0.000196537396162221,,2.00081
ISL,Iceland,2024,83.3448105,84.9818181,75.8432588,84.8729102,86.4880288,84256.8454573112,,,2.64005
ISR,Israel,1996,77.8228585,77.2902016,65.9521367,81.6080539,49.1880432,21671.6202057464,0.00324588481253552,1.95463364360345,2.4753
ISR,Israel,2004,78.1354736,72.1334412,68.6888567,64.4978159,49.7469498,26077.5034831211,0.0355017759427314,,3.74703
ISR,Israel,2012,76.6177279,71.9609418,72.3139966,63.1545513,52.6229464,32483.7421872738,0.270058995740021,,4.06028
ISR,Israel,2018,78.5109493,73.0600534,73.2135495,62.8305511,60.0064425,40189.9909957069,0.243287805206997,,4.91965
ISR,Israel,2024,74.1410108,67.2862738,72.4302177,65.1273135,48.1722073,57235.7763244136,,,6.34589
ITA,Italy,1996,65.4922018,72.9118916,63.2248338,61.9340535,85.0536407,23100.7866507594,0.0801352460559249,,0.94421
ITA,Italy,2004,58.4035324,68.7093563,70.6363196,57.3093831,72.1439718,29580.8439042327,0.077743539369532,,1.04662
ITA,Italy,2012,59.2562888,66.36478,62.4679176,51.0646187,73.954811,36281.1014243506,0.169645844218462,,1.25559
ITA,Italy,2018,59.8004841,64.1711434,63.6990094,52.8685098,72.2549458,43386.7005868803,0.0992013245530201,,1.41934
ITA,Italy,2024,66.7457636,67.6216519,64.9588526,59.0516772,71.1675431,62014.2675153689,,,1.37935
JAM,Jamaica,1996,50.7095473,54.1061761,55.9169931,50.1307472,60.0347125,6706.10756669651,2.79642441236809,0.870530466534775,
JAM,Jamaica,2004,50.0391233,53.1957815,57.8960682,41.1902476,60.0840596,7853.86424340999,1.88693412740829,0.904393341746839,0.06096
JAM,Jamaica,2012,54.3319818,50.8374797,54.8286736,42.9847082,66.7111278,8830.6507947905,1.83117834623622,0.192078778447544,
JAM,Jamaica,2018,61.0608922,54.5386122,57.1862171,44.316923,68.7885972,10752.7406650924,1.72957545790371,0.616911402599475,
JAM,Jamaica,2024,54.6705042,55.6279602,56.2960749,45.9061284,74.0392932,12890.2660051472,,0.408973946873009,
JOR,Jordan,1996,55.2475463,60.9236678,49.219776,51.2175657,61.6332975,5054.74838570906,0.168204730106275,7.68240258037133,
JOR,Jordan,2004,52.3081627,58.8274455,60.5834694,49.2234386,60.0976155,7073.8458160703,0.127634442261952,5.17422625730433,0.33689
JOR,Jordan,2012,55.6249975,60.0323823,57.7324192,49.7745042,55.6866151,9738.53746926194,2.90847924194887,3.70439490298843,
JOR,Jordan,2018,53.0879709,59.4753441,56.2049697,49.3577169,60.3867267,9042.39781871198,0.719072817629181,5.85137055802038,0.69547
JOR,Jordan,2024,55.5444973,59.8652904,59.215868,53.3644396,59.9129515,10821.4909765317,,5.58513213621191,
JPN,Japan,1996,73.2135466,80.8315,60.7316703,72.2621204,88.4939143,24999.4894445723,0.0191130017731665,,2.64303
JPN,Japan,2004,76.9455404,76.9052894,71.1776215,65.8529421,82.8497418,30831.5079104998,0.0134382291172672,,2.98125
JPN,Japan,2012,76.899252,80.1716864,77.4084383,78.023096,82.387015,37605.9742614539,0.0200901706635674,,3.1737
JPN,Japan,2018,86.8238668,82.559088,76.3835577,76.0098891,85.330928,42141.9352987758,0.0367554022408906,,3.2192
JPN,Japan,2024,91.9378443,82.9799844,75.8330279,75.322857,85.270442,52039.1716551611,,,3.44125
KAZ,Kazakhstan,1996,24.8609548,32.5212073,44.3282935,22.7065385,59.8694976,5836.07198360121,10.3991875099853,0.569083005116058,0.29337
KAZ,Kazakhstan,2004,33.3414778,40.3586122,41.6348267,24.352491,64.3798839,11777.1119570134,28.2540580317544,0.673764411844739,0.24837
KAZ,Kazakhstan,2012,39.2857733,45.8971783,49.5739106,29.377788,59.1921916,21367.2180595372,21.9826967680593,0.0733020031487019,0.16525
KAZ,Kazakhstan,2018,49.3256814,50.5881586,55.7345603,37.635571,64.0387063,25096.1285862615,20.7829646926253,0.0508557549627264,0.11683
KAZ,Kazakhstan,2024,54.1941626,50.3980061,55.6049145,46.4968168,61.0644717,40890.9317694408,,0.0336197721554263,0.16242
KEN,Kenya,1996,46.0878787,41.8843996,44.0582363,27.217824,45.5463058,1875.29830948115,5.49076257603273,5.0445159243037,
KEN,Kenya,2004,37.3109064,44.4093853,48.5824198,29.744014,49.8096085,2066.31540638632,4.12367812938474,4.11147397402981,
KEN,Kenya,2012,42.2287774,43.429425,46.7845851,28.1203879,40.3888599,2847.27068286846,2.90888320855534,5.28750697266849,0.69222
KEN,Kenya,2018,44.6331802,48.1747412,50.1415335,30.9703838,46.7693279,4411.56104120886,1.36132463517161,2.74303239010294,
KEN,Kenya,2024,45.5482916,48.969788,49.6019443,31.6245639,42.7371819,6644.13093243895,,2.45692145849575,0.81069
KGZ,Kyrgyz Republic,1996,46.0244582,42.394098,44.1928281,29.9886714,57.5685719,1505.44883738041,0.768717273701564,11.4211696192373,0.1939
KGZ,Kyrgyz Republic,2004,40.5248824,46.0945438,50.2288883,25.169241,46.7434629,2343.43044015004,3.41530119102061,9.79946638779272,0.19926
KGZ,Kyrgyz Republic,2012,33.9830877,40.8796043,46.9893202,24.3779043,50.9318013,3588.67988824025,3.5809218517523,7.31047898751843,0.1661
KGZ,Kyrgyz Republic,2018,40.8044874,45.0519262,49.3391089,26.7106743,60.363986,4777.94175395575,4.67048081477686,5.47290098332556,0.10107
KGZ,Kyrgyz Republic,2024,34.0644026,40.8538794,46.712967,24.8510339,57.2762971,8012.45464442194,,2.93941682287838,0.05269
KHM,Cambodia,1996,30.9786366,35.4658881,49.3793985,29.5512923,43.4761491,1006.09032458209,8.26618207665232,11.2370747343871,
KHM,Cambodia,2004,30.6118874,35.7428582,48.4279387,27.5041971,53.1828317,1769.76235025244,3.20411639282305,7.17950093750033,0.0474
KHM,Cambodia,2012,37.7112141,38.3672908,46.7162238,24.8312539,59.4519174,3583.48229739437,2.30628839011523,4.71028563639439,
KHM,Cambodia,2018,41.9076886,35.9827479,45.5449009,18.9374757,64.0932632,5616.98087023303,0.878243793336486,2.46194699258322,
KHM,Cambodia,2024,45.6336334,38.7857123,44.9051569,22.8998654,68.0880671,7966.87352428705,,3.82098934230465,
KIR,Kiribati,1996,,72.5207113,,,,1519.24614686845,0.0706208300301358,11.9613604145023,
KIR,Kiribati,2004,46.842155,66.5640283,47.5734274,56.6961516,79.9771855,1578.83869125735,0.0451763817247018,9.63059568123727,
KIR,Kiribati,2012,38.0226781,63.1122583,36.2540879,50.7976227,92.2888719,1896.32489937688,0.0589178981070894,21.5472743728443,
KIR,Kiribati,2018,43.3328536,61.8794178,44.1811604,52.9596089,82.2220118,2671.76272781707,0.0420866204186192,19.818205797739,
KIR,Kiribati,2024,42.8957403,70.4924953,46.9544291,55.436614,87.0442125,3702.32594703115,,20.0834445613624,
KNA,St. Kitts and Nevis,1996,,72.5207113,,,,12498.0941233961,0.0,2.14539994811373,
KNA,St. Kitts and Nevis,2004,55.6237959,69.4125116,55.78448,50.9040082,85.9387904,17275.8639872488,0.0,-0.0174502741324861,
KNA,St. Kitts and Nevis,2012,76.0047104,73.5399377,74.9822008,74.6674341,81.7788673,23457.8938878076,0.0,2.71463373681729,
KNA,St. Kitts and Nevis,2018,66.2771005,69.7384789,62.5007726,56.0161595,77.2346133,30794.8986482634,0.0,,
KNA,St. Kitts and Nevis,2024,64.7837862,67.1267598,62.4326905,54.9008834,81.4750915,34846.6035342828,,,
KOR,"Korea, Rep.",1996,64.8696413,70.4775289,58.1774635,60.4804745,77.1224486,15163.5567633709,0.0229053691928052,-0.0236703584451095,2.14233
KOR,"Korea, Rep.",2004,68.1376522,72.0320839,67.5726359,55.5141634,74.8219568,24658.1761189212,0.0311351033627051,,2.35292
KOR,"Korea, Rep.",2012,77.2653285,74.5012278,69.5122447,58.4904281,74.4220663,35061.5531929083,0.100818097512262,,3.6852
KOR,"Korea, Rep.",2018,78.2996628,76.0698578,69.9547702,58.8116187,80.7641604,45511.0803506331,0.0471215171527114,,4.27155
KOR,"Korea, Rep.",2024,80.2483639,76.19689,70.8498709,65.0511972,76.8155059,61051.3492502498,,,4.94352
KWT,Kuwait,1996,51.2867936,70.5085098,53.0305912,61.5821767,71.5401355,56912.696135714,41.179195330857,,0.20538
KWT,Kuwait,2004,53.8217338,65.6078705,59.7492953,56.1066675,69.1019847,77226.6367623393,46.8824794495593,,0.1301
KWT,Kuwait,2012,51.8888854,62.5974414,57.2397468,45.1070715,67.5542363,82089.726133145,58.1449073185752,,0.09721
KWT,Kuwait,2018,53.8322783,56.6589588,55.1557034,42.293308,69.9272242,51370.7320595252,45.1522896110691,,0.06329
KWT,Kuwait,2024,57.7161007,60.9374037,61.2267699,52.2744755,70.9153025,52443.5969223626,,,0.08954
LAC,Latin America & Caribbean (excluding high income),1996,,,,,,7629.21730120416,2.23583562643617,0.303501947652213,
LAC,Latin America & Caribbean (excluding high income),2004,,,,,,9685.81027227044,3.80208093366476,0.316091227118364,0.564507512345505
LAC,Latin America & Caribbean (excluding high income),2012,,,,,,14244.8484895116,5.1560681388143,0.179095460771263,0.741983131183761
LAC,Latin America & Caribbean (excluding high income),2018,,,,,,16248.3464217808,3.3444644690755,0.211540617566769,0.671867235368651
LAC,Latin America & Caribbean (excluding high income),2024,,,,,,21961.1900211742,,0.185066499181032,0.696712396676236
LAO,Lao PDR,1996,35.9853648,35.9087504,32.9296349,33.0690484,66.5079627,1434.80867182545,8.5244887824244,13.3111117890996,
LAO,Lao PDR,2004,31.6481953,32.7017269,34.1123085,25.3455468,57.1151186,2315.43379527395,6.13767807292974,10.177923976176,0.0371
LAO,Lao PDR,2012,35.0534401,41.5181369,41.499112,24.6825637,64.6506973,4780.94733000167,12.1203041098296,4.28512216795288,
LAO,Lao PDR,2018,38.7184124,42.1980216,42.3607158,25.3842891,70.4235369,7486.86452700433,3.8787583779558,3.39214245499786,
LAO,Lao PDR,2024,40.025976,44.1871968,44.8317236,28.0202267,75.4201168,9775.82817381023,,3.50571492639941,
LBN,Lebanon,1996,46.0268926,52.9708101,47.7326682,35.0421567,53.7431833,7559.75652394338,0.00887618405007525,1.66977679097382,
LBN,Lebanon,2004,48.2847886,52.2572681,50.942247,33.6122785,52.4130477,9609.01282633629,0.00145705625851701,1.31073384177353,
LBN,Lebanon,2012,46.2831045,48.0219687,49.1526166,28.855941,38.9185167,16121.335238646,0.00190477725937707,1.62415190864785,
LBN,Lebanon,2018,41.624502,43.6825773,47.442952,23.1423367,45.1470729,21985.4884702241,0.00106750721286952,2.64422640246218,
LBN,Lebanon,2024,29.3664046,38.2850305,39.7399015,21.457146,42.1564246,12574.8329116403,,8.81329351538091,
LBR,Liberia,1996,11.9037321,19.8472832,16.9007995,17.6055362,21.7827489,282.231676514107,,78.8007779079185,
LBR,Liberia,2004,19.0424874,30.9826169,26.606486,22.6183704,40.8665947,745.397861816656,19.7880546295418,29.2040884737327,
LBR,Liberia,2012,34.1994413,42.6182364,38.151005,38.2761872,59.2714229,1156.95319448003,26.7116015359801,22.402586627864,
LBR,Liberia,2018,28.051983,42.6621031,41.2373742,27.9025323,65.5773981,1799.72751397748,14.0250297312743,19.8929132854865,
LBR,Liberia,2024,27.1075325,42.0257511,41.5860693,26.6541519,61.9904106,1871.04406164262,,13.6663096374408,
LBY,Libya,1996,30.3691579,35.1803969,27.6394825,33.1281496,51.4563875,19392.4869635413,31.8950825846373,0.0130297821906599,
LBY,Libya,2004,27.4925085,37.5221558,33.0821587,25.2597024,65.6983682,23813.4011504496,55.8476922630083,0.0508876864337293,
LBY,Libya,2012,24.1596226,39.1000916,33.6144442,25.312213,38.9983835,26826.0729756733,59.1030408512754,0.0961495307332879,
LBY,Libya,2018,21.172047,29.9700424,22.3305226,17.1683899,26.8814768,18879.3151301984,31.6168598912657,0.390672294656074,
LBY,Libya,2024,23.7399254,27.7407193,27.4345991,16.8529802,33.4995362,14303.8087736988,,0.778388975005509,
LCA,St. Lucia,1996,,72.5207113,,,82.3012517,8489.82689868823,0.0114865782856756,5.41642502465864,0.57395
LCA,St. Lucia,2004,54.3711907,68.6556795,56.6015689,52.0894314,84.2117227,10610.2966894155,0.00923644702272921,-2.17218427717637,
LCA,St. Lucia,2012,67.4873897,71.3462615,63.8654973,71.5293647,79.9500514,13443.4262512467,0.0164637996812387,1.71760811927733,
LCA,St. Lucia,2018,55.2415828,68.4277031,59.5005216,57.0353896,80.7467731,17433.3010328737,0.0120179605482605,0.436932927319386,
LCA,St. Lucia,2024,56.5559402,65.6263169,57.7308058,56.9490008,83.6293392,27567.3280779839,,1.60683584193309,
LCN,Latin America & Caribbean,1996,,,,,,7837.48109232937,3.02598106459059,0.268294471856786,
LCN,Latin America & Caribbean,2004,,,,,,9937.2186769218,4.80946184629627,0.270278221244799,0.55592988039945
LCN,Latin America & Caribbean,2012,,,,,,14689.6911199798,6.00481904838201,0.152868992586649,0.680400758148014
LCN,Latin America & Caribbean,2018,,,,,,16898.4425810925,3.34878319404008,0.184193019804196,0.638189976830421
LCN,Latin America & Caribbean,2024,,,,,,23104.5519806078,,0.162057201204233,0.682501882174588
LDC,Least developed countries: UN classification,1996,,,,,,1096.6853797121,11.1818530397174,7.54874813434801,
LDC,Least developed countries: UN classification,2004,,,,,,1567.33880654001,11.4816832079814,8.32520015027441,
LDC,Least developed countries: UN classification,2012,,,,,,2409.45907695783,13.2872779976706,5.11484067479398,
LDC,Least developed countries: UN classification,2018,,,,,,3241.55828521514,7.2392436321201,4.88062266564932,
LDC,Least developed countries: UN classification,2024,,,,,,4463.99564225243,,,
LIE,Liechtenstein,1996,76.1417363,80.5407252,80.0155046,75.4363736,87.2499382,,0.00727531598244424,,
LIE,Liechtenstein,2004,77.6692702,68.1994599,75.4130839,70.4761471,85.4818525,,0.0068004142295357,,
LIE,Liechtenstein,2012,84.6633523,84.3257564,82.3360105,83.4885795,93.9106315,,0.00655238694776474,,
LIE,Liechtenstein,2018,84.8531648,85.0525747,80.9797361,88.7039141,91.611607,,0.00327838093890037,,5.86833
LIE,Liechtenstein,2024,84.262401,86.696949,79.0872808,83.3795282,92.9235285,,,,6.00984
LKA,Sri Lanka,1996,45.4496463,59.0367121,50.439443,49.693196,33.5837997,3581.65276595779,0.353077482876767,2.53738663935396,0.18356
LKA,Sri Lanka,2004,42.3733184,59.6001802,54.0492074,46.7313656,46.0752034,5215.88024437154,0.147494466742975,1.99608348514963,0.1821
LKA,Sri Lanka,2012,47.9577187,54.4925787,54.9761742,41.6477953,49.4846242,10249.1670637714,0.137234670569948,0.708981020446014,0.0973
LKA,Sri Lanka,2018,49.4433819,55.9734754,51.869403,43.7112862,61.4578661,14178.0225361887,0.064834147164453,-0.268631697411072,0.11949
LKA,Sri Lanka,2024,46.002677,52.5287187,50.1437699,40.066474,59.9106677,15632.5924849848,,1.01915092279146,0.10506
LMY,Low & middle income,1996,,,,,,3162.96721441826,4.7633951556957,1.07489734193138,
LMY,Low & middle income,2004,,,,,,4712.74331801168,6.26164484431549,1.02353348922153,0.764548113249366
LMY,Low & middle income,2012,,,,,,8328.08377798396,6.70515320738758,0.558379885491849,1.2390157054143
LMY,Low & middle income,2018,,,,,,10596.609316186,3.69096485613029,0.54755581485115,1.43328296497975
LMY,Low & middle income,2024,,,,,,15795.1303233276,,0.671095462166873,1.94633533666676
LSO,Lesotho,1996,56.0635515,58.6724958,45.6501531,42.6423773,64.2182117,1103.00202176293,4.42866982662492,8.14809582970017,
LSO,Lesotho,2004,43.4494322,52.8363239,43.3044681,41.4870148,66.7784635,1560.74877547924,3.85504573954824,4.5978504213821,0.05532
LSO,Lesotho,2012,42.7256752,53.5318101,46.7516275,50.7929712,70.4292729,2291.4956531127,4.7058759222187,9.55026688054369,0.01255
LSO,Lesotho,2018,39.0551361,51.1611184,46.7109104,48.2722363,63.5065256,2632.28775223004,3.60958084633478,5.05319346138565,
LSO,Lesotho,2024,38.7584729,49.9670708,47.215987,41.7332409,61.4725426,3001.16311951334,,6.68850494255515,0.09453
LTE,Late-demographic dividend,1996,,,,,,3881.69397095977,4.51083244646549,0.269767439793703,
